Survey_Date,Longitude,Latitude,X,Y,Ellip_Ht_m,Ortho_Ht_m
07/20/2017,-123.562710,48.145933,296948.640,131008.670,-19.360,0.750
07/20/2017,-123.562716,48.145937,296948.230,131009.130,-19.380,0.730
07/20/2017,-123.562722,48.145940,296947.810,131009.520,-19.480,0.630
07/20/2017,-123.562728,48.145944,296947.380,131009.940,-19.430,0.680
07/20/2017,-123.562735,48.145947,296946.890,131010.330,-19.460,0.650
07/20/2017,-123.562740,48.145951,296946.480,131010.790,-19.530,0.580
07/20/2017,-123.562746,48.145955,296946.050,131011.230,-19.290,0.820
07/20/2017,-123.562753,48.145959,296945.590,131011.680,-19.410,0.700
07/20/2017,-123.562759,48.145963,296945.160,131012.160,-19.520,0.590
07/20/2017,-123.562765,48.145967,296944.710,131012.660,-19.300,0.810
07/20/2017,-123.562772,48.145971,296944.230,131013.120,-19.380,0.730
07/20/2017,-123.562778,48.145975,296943.780,131013.620,-19.350,0.760
07/20/2017,-123.562784,48.145980,296943.360,131014.150,-19.300,0.810
07/20/2017,-123.562795,48.145989,296942.540,131015.170,-19.520,0.590
07/20/2017,-123.562803,48.145992,296942.000,131015.530,-19.430,0.680
07/20/2017,-123.562811,48.145995,296941.410,131015.860,-19.490,0.620
07/20/2017,-123.562819,48.145997,296940.810,131016.160,-19.610,0.500
07/20/2017,-123.562827,48.146000,296940.250,131016.500,-19.610,0.500
07/20/2017,-123.562834,48.146003,296939.720,131016.850,-19.600,0.510
07/20/2017,-123.562849,48.146010,296938.670,131017.610,-19.690,0.420
07/20/2017,-123.562855,48.146013,296938.190,131018.020,-19.760,0.350
07/20/2017,-123.562863,48.146017,296937.650,131018.500,-19.600,0.510
07/20/2017,-123.562870,48.146021,296937.140,131018.930,-19.610,0.500
07/20/2017,-123.562877,48.146025,296936.640,131019.370,-19.530,0.580
07/20/2017,-123.562885,48.146028,296936.010,131019.730,-19.360,0.750
07/20/2017,-123.562893,48.146032,296935.490,131020.190,-19.460,0.650
07/20/2017,-123.562900,48.146035,296934.960,131020.600,-19.660,0.450
07/20/2017,-123.562915,48.146044,296933.890,131021.590,-19.400,0.710
07/20/2017,-123.562922,48.146048,296933.360,131022.050,-19.440,0.670
07/20/2017,-123.562929,48.146052,296932.860,131022.510,-19.400,0.710
07/20/2017,-123.562944,48.146060,296931.810,131023.490,-19.570,0.540
07/20/2017,-123.562951,48.146064,296931.300,131023.950,-19.560,0.550
07/20/2017,-123.562959,48.146068,296930.710,131024.340,-19.520,0.590
07/20/2017,-123.562967,48.146069,296930.080,131024.530,-19.520,0.590
07/20/2017,-123.562976,48.146071,296929.460,131024.750,-19.490,0.620
07/20/2017,-123.562994,48.146080,296928.120,131025.770,-19.550,0.560
07/20/2017,-123.563004,48.146083,296927.420,131026.140,-19.390,0.720
07/20/2017,-123.563014,48.146086,296926.690,131026.530,-19.410,0.700
07/20/2017,-123.563023,48.146090,296926.010,131026.990,-19.550,0.560
07/20/2017,-123.563042,48.146098,296924.610,131027.940,-19.550,0.560
07/20/2017,-123.563051,48.146103,296923.960,131028.470,-19.470,0.640
07/20/2017,-123.563061,48.146107,296923.280,131028.940,-19.430,0.680
07/20/2017,-123.563072,48.146109,296922.450,131029.210,-19.570,0.540
07/20/2017,-123.563083,48.146111,296921.650,131029.490,-19.560,0.550
07/20/2017,-123.563094,48.146115,296920.860,131029.920,-19.570,0.540
07/20/2017,-123.563105,48.146118,296920.030,131030.300,-19.520,0.590
07/20/2017,-123.563117,48.146119,296919.150,131030.480,-19.420,0.690
07/20/2017,-123.563128,48.146121,296918.300,131030.720,-19.420,0.690
07/20/2017,-123.563152,48.146127,296916.560,131031.500,-19.510,0.600
07/20/2017,-123.563164,48.146131,296915.680,131031.920,-19.470,0.640
07/20/2017,-123.563176,48.146134,296914.820,131032.340,-19.490,0.620
07/20/2017,-123.563188,48.146138,296913.970,131032.770,-19.530,0.580
07/20/2017,-123.563199,48.146142,296913.110,131033.200,-19.390,0.720
07/20/2017,-123.563211,48.146145,296912.290,131033.650,-19.460,0.650
07/20/2017,-123.563222,48.146149,296911.450,131034.100,-19.420,0.690
07/20/2017,-123.563235,48.146152,296910.480,131034.390,-19.540,0.570
07/20/2017,-123.563249,48.146153,296909.440,131034.610,-19.420,0.690
07/20/2017,-123.563277,48.146158,296907.410,131035.210,-19.400,0.710
07/20/2017,-123.563291,48.146161,296906.390,131035.560,-19.420,0.690
07/20/2017,-123.563305,48.146164,296905.370,131035.950,-19.330,0.780
07/20/2017,-123.563319,48.146167,296904.340,131036.330,-19.420,0.690
07/20/2017,-123.563333,48.146170,296903.310,131036.750,-19.470,0.640
07/20/2017,-123.563347,48.146174,296902.280,131037.220,-19.520,0.590
07/20/2017,-123.563361,48.146178,296901.230,131037.710,-19.560,0.550
07/20/2017,-123.563376,48.146182,296900.140,131038.100,-19.610,0.500
07/20/2017,-123.563391,48.146184,296899.020,131038.430,-19.640,0.470
07/20/2017,-123.563406,48.146188,296897.930,131038.900,-19.630,0.480
07/20/2017,-123.563420,48.146192,296896.890,131039.380,-19.860,0.250
07/20/2017,-123.563434,48.146196,296895.870,131039.840,-19.840,0.270
07/20/2017,-123.563448,48.146199,296894.810,131040.250,-19.880,0.230
07/20/2017,-123.563462,48.146203,296893.790,131040.670,-19.920,0.190
07/20/2017,-123.563476,48.146206,296892.760,131041.070,-19.940,0.170
07/20/2017,-123.563490,48.146209,296891.720,131041.430,-20.090,0.020
07/20/2017,-123.563505,48.146212,296890.640,131041.770,-20.000,0.110
07/20/2017,-123.563517,48.146214,296889.750,131042.100,-20.270,-0.160
07/20/2017,-123.563528,48.146215,296888.950,131042.240,-20.440,-0.330
07/20/2017,-123.563539,48.146214,296888.120,131042.140,-20.800,-0.690
07/20/2017,-123.563553,48.146214,296887.080,131042.160,-21.320,-1.210
07/20/2017,-123.563566,48.146218,296886.110,131042.620,-21.300,-1.190
07/20/2017,-123.563579,48.146217,296885.160,131042.570,-21.290,-1.180
07/20/2017,-123.563592,48.146218,296884.220,131042.770,-21.410,-1.300
07/20/2017,-123.563612,48.146224,296882.760,131043.490,-21.130,-1.020
07/20/2017,-123.563622,48.146226,296882.020,131043.720,-21.180,-1.070
07/20/2017,-123.563628,48.146232,296881.620,131044.340,-21.410,-1.300
07/20/2017,-123.563643,48.146234,296880.490,131044.600,-21.070,-0.960
07/20/2017,-123.563647,48.146238,296880.220,131045.080,-20.920,-0.810
07/20/2017,-123.563655,48.146238,296879.620,131045.140,-20.880,-0.770
07/20/2017,-123.563657,48.146243,296879.450,131045.720,-20.820,-0.710
07/20/2017,-123.563662,48.146247,296879.110,131046.110,-20.670,-0.560
07/20/2017,-123.563663,48.146252,296879.060,131046.640,-20.610,-0.500
07/20/2017,-123.563662,48.146256,296879.150,131047.150,-20.390,-0.280
07/20/2017,-123.563652,48.146263,296879.930,131047.930,-20.110,0.000
07/20/2017,-123.563646,48.146266,296880.410,131048.160,-20.060,0.050
07/20/2017,-123.563638,48.146267,296880.950,131048.290,-20.020,0.090
07/20/2017,-123.563630,48.146268,296881.590,131048.390,-20.000,0.110
07/20/2017,-123.563623,48.146270,296882.100,131048.530,-20.090,0.020
07/20/2017,-123.563616,48.146269,296882.660,131048.430,-20.040,0.070
07/20/2017,-123.563608,48.146269,296883.240,131048.400,-20.210,-0.100
07/20/2017,-123.563586,48.146268,296884.850,131048.310,-20.120,-0.010
07/20/2017,-123.563578,48.146269,296885.440,131048.330,-20.490,-0.380
07/20/2017,-123.563571,48.146269,296885.980,131048.350,-20.240,-0.130
07/20/2017,-123.563564,48.146270,296886.500,131048.410,-20.190,-0.080
07/20/2017,-123.563563,48.146278,296886.580,131049.260,-19.990,0.120
07/20/2017,-123.563570,48.146280,296886.060,131049.530,-19.960,0.150
07/20/2017,-123.563577,48.146281,296885.570,131049.680,-20.040,0.070
07/20/2017,-123.563584,48.146282,296885.080,131049.840,-20.140,-0.030
07/20/2017,-123.563598,48.146284,296884.040,131050.060,-20.250,-0.140
