FACS ID,Sample ID,Date Collected,Time_GMT,Latitude,Longitude,Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis
2018-648-FA,T1_1,7/24/2018,15:58:00,48.14963,-123.568541,Surface,18-648FA_50,94.251513,2.377063,0.320842,0.328395,0.357951,0.380938,0.380938,0.341531,0.272896,0.203605,0.151062,0.103444,0.066993,0.05517,0.047289,0.033825,0.028242,0.02463,0.019704,0.017077,0.011822,0.00821,0.004269,0.003612,0.005254,0.004926,0.004926,0.004926,0.004269,0.003941,0.005254,0.006568,0.007262,0.00843,0.012845,0.015185,0.014576,0.01388,0.012911,0.01136,0.010002,0.00906,0.008267,0.007615,0.007465,0.007176,0.0071,0.005974,0.004681,0.00303,0.001713,0.000381,0,0,96.628576,3.154563,0.120123,0.096737,0.21686,-3.894,-3.788,-3.66,-3.47,-2.939,-2.409,-2.218,-2.09,-0.635,-2.939009,-2.939009,0.854573,0.207027,1.258998,-2.939009,-2.939009,0.721474,0,0.935261,1.25879,-2.00377,0.437335,9.693623,132.232251
2018-648-FA,T1_6,7/24/2018,17:19:00,48.14892,-123.566997,Surface,18-648FA_51,0.479829,1.238818,0.135863,0.873408,2.416429,4.434972,6.822287,9.034921,10.869078,12.130667,12.421803,11.64544,9.704534,7.094014,4.532017,2.474656,1.164544,0.562863,0.252318,0.164977,0.164977,0.063079,0.001165,0,0,0,0,0,0,0,0,0.006192,0.066005,0.129507,0.129507,0.120153,0.111853,0.102367,0.093013,0.081683,0.071934,0.063897,0.057046,0.051513,0.048483,0.043477,0.041896,0.03544,0.028853,0.020289,0.011594,0.002635,0,0,1.718648,96.962849,0.666751,0.651753,1.318504,-0.255,0.019,0.239,0.49,1.033,1.565,1.812,2.037,2.364,1.033305,1.027974,0.790065,0.002972,0.998431,1.033305,1.025309,0.7867,-0.010164,0.026804,0.664112,1.093841,1.337788,3.156979,23.401794
2018-648-FA,T1_5,7/24/2018,17:21:00,48.149054,-123.567193,Surface,18-648FA_52,0.29133,4.309581,6.677211,8.280121,10.717682,12.709463,13.08885,11.855843,9.579521,6.942781,5.055331,3.670569,2.276322,1.15713,0.616504,0.312994,0.208663,0.104331,0.019918,0.037939,0.022763,0.025609,0.03699,0.026557,0.027506,0.036042,0.046475,0.050269,0.042681,0.039836,0.054063,0.072084,0.082517,0.085601,0.095872,0.140819,0.156878,0.141106,0.126991,0.108406,0.093833,0.084862,0.078157,0.076532,0.077509,0.072916,0.070652,0.054461,0.035058,0.015377,0.007721,0.001777,0,0,4.60091,93.359544,1.135293,0.904252,2.039545,-0.982,-0.788,-0.599,-0.363,0.139,0.685,0.983,1.282,1.698,0.138503,0.174419,0.801413,0.116,1.04791,0.138503,0.192377,0.79096,0.068111,0.277565,0.693615,0.317622,1.774991,4.020988,25.785106
2018-648-FA,T1_4,7/24/2018,17:27:00,48.149225,-123.567496,Surface,18-648FA_53,95.594747,3.950969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571,0.01939,0.079348,0.072667,0.046396,0.024912,0.018155,0.027144,0.039674,0.047958,0.043475,0.028362,0.006232,0,0,99.545716,0,0,0.454284,0.454284,-3.895,-3.791,-3.665,-3.477,-2.954,-2.431,-2.243,-2.117,-2.012,-2.953917,-2.953917,0.640963,0,0.737705,-2.953917,-2.953917,0.711336,0,0,0.323529,-2.031348,0.679033,13.666197,198.225484
2018-648-FA,T2_2,7/24/2018,17:32:00,48.15004,-123.565535,Surface,18-648FA_54,47.165143,13.875835,4.13345,4.558384,5.25373,5.678664,5.446882,4.674275,3.422651,2.03582,1.429324,1.023705,0.463564,0.208604,0.239508,0.050219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116,0.005514,0.027879,0.038465,0.03438,0.031555,0.027266,0.024134,0.022024,0.020083,0.01862,0.018041,0.016509,0.016271,0.013956,0.011471,0.00817,0.004697,0.001089,0,0,61.040978,38.618781,0.106354,0.233888,0.340242,-3.788,-3.576,-3.322,-2.94,-0.618,-0.249,0.154,0.458,0.843,-0.617524,-1.261672,1.570594,-0.462586,0.705457,-0.617524,-1.583745,1.737788,-0.556006,-0.491914,0.332506,-1.108619,1.50558,2.231699,16.56039
2018-648-FA,T2_3,7/24/2018,17:40:00,48.149929,-123.565325,Surface,18-648FA_55,0,1.363041,1.254882,1.819092,3.48254,6.52733,10.505986,14.105259,15.564424,13.618871,10.505986,7.79194,5.272449,3.054518,1.692631,1.011688,0.642032,0.408566,0.057394,0.000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000528,0.024959,0.12453,0.166392,0.142622,0.125454,0.103797,0.088742,0.080027,0.071971,0.066689,0.064972,0.059426,0.058765,0.050446,0.041466,0.029581,0.016903,0.00383,0,0,1.363041,97.315858,0.459031,0.86207,1.321101,-0.447,-0.151,0.045,0.251,0.681,1.161,1.417,1.662,2.018,0.680913,0.714569,0.71658,0.079325,1.110665,0.680913,0.731398,0.68608,0.073585,0.152837,0.796704,0.796877,1.344959,4.305985,31.872553
2018-648-FA,T2_4,7/24/2018,17:46:00,48.149691,-123.565117,Surface,18-648FA_56,26.127108,6.709918,1.042831,1.647274,2.915941,4.476866,6.190563,7.704992,8.701328,8.701328,7.704992,6.263627,4.530004,2.909299,1.63399,0.777141,0.425103,0.312185,0.152771,0.05978,0.055131,0.092991,0.066422,0.006642,0.000043,0,0,0,0,0,0,0.0038,0.040295,0.078532,0.078057,0.072119,0.066736,0.060878,0.055178,0.048449,0.042828,0.038157,0.034278,0.031112,0.02937,0.026441,0.025491,0.021533,0.017495,0.01235,0.007046,0.001583,0,0,32.837026,66.298139,0.473523,0.391312,0.864835,-3.617,-3.235,-2.775,-2.086,0.282,1.026,1.332,1.598,1.944,0.281771,-0.387081,1.869446,-0.445385,0.732402,0.281771,-0.721507,2.053711,-0.48852,-0.544613,0.353915,-0.044617,2.607886,0.899359,7.363117
2018-648-FA,T2_5,7/24/2018,17:50:00,48.149347,-123.564755,Surface,18-648FA_57,0,0,0,0.000429,0.009683,0.042857,0.085715,0.112699,0.157144,0.261906,0.338097,0.430161,0.622226,0.834926,1.001594,1.147626,1.347628,1.603185,1.873028,2.000013,1.73017,1.088896,0.479368,0.174604,0.093651,0.066667,0.328868,3.316109,7.061549,6.98584,6.676181,6.373346,6.000039,5.619908,5.154069,4.706006,4.156999,3.726712,3.313568,2.867251,2.55648,2.322053,2.138416,1.997315,1.915258,1.739557,1.673054,1.402597,1.131188,0.791054,0.442349,0.101961,0,0,0,14.687981,60.919917,24.392102,85.312019,2.491,3.268,5.313,5.723,6.658,7.958,8.717,9.401,10.077,6.658102,6.896221,2.000537,0.055646,1.391548,6.658102,7.01528,1.702171,0.209837,-0.219601,1.228441,6.61822,4.582015,-0.429514,3.1347
2018-648-FA,T3_2,7/26/2018,14:34:00,48.150576,-123.562986,Surface,18-648FA_58,0,1.175345,1.157258,2.471431,4.805561,7.424101,9.807267,11.474503,12.45523,12.553302,11.572575,9.209024,6.041277,3.442351,1.941839,1.088607,0.568822,0.353062,0.127494,0.093169,0.147109,0.117687,0.042171,0.011769,0.030403,0.039229,0.038248,0.038248,0.039229,0.043152,0.05394,0.063747,0.070612,0.076325,0.109438,0.159023,0.154407,0.136634,0.122162,0.101632,0.088269,0.080398,0.074697,0.07367,0.075077,0.070276,0.067969,0.052887,0.033675,0.015795,0.008033,0.00187,0,0,1.175345,96.851669,1.106576,0.866411,1.972986,-0.486,-0.234,-0.028,0.209,0.736,1.253,1.497,1.744,2.178,0.735819,0.73515,0.784828,0.040743,1.046518,0.735819,0.734816,0.762321,-0.001316,0.144691,0.747431,0.859166,1.589377,3.710336,24.062265
2018-648-FA,T3_4,7/26/2018,14:56:00,48.14985,-123.562383,Surface,18-648FA_59,0,0.295727,0,0,0,0.024297,0.183867,0.4728,0.965301,1.897768,3.408103,5.568537,8.011339,9.718674,9.784341,8.274006,5.995371,3.979403,2.606969,1.740168,1.096634,0.591,0.242967,0.0788,0.04728,0.060413,0.15757,1.172148,2.588496,2.783947,2.830703,2.798514,2.681351,2.507877,2.28687,2.061802,1.795232,1.578286,1.382298,1.178069,1.042453,0.940098,0.860912,0.80227,0.762202,0.678902,0.638658,0.518759,0.418669,0.289324,0.163383,0.037442,0,0,0.295727,64.318578,25.672256,9.71344,35.385695,1.104,1.391,1.612,1.865,2.557,6.288,7.157,7.952,9.051,2.557436,3.775243,2.590378,0.64653,0.736454,2.557436,4.384146,2.77245,0.658879,0.908961,0.433282,3.899943,7.282862,0.797846,2.348176
2018-648-FA,T3_5,7/26/2018,14:59:00,48.14919,-123.561844,Surface,18-648FA_60,0,0,0,0.115999,0.995661,2.580985,4.591639,6.408962,7.926619,9.076946,9.666609,9.859941,9.763275,9.453943,8.496949,6.785959,4.572306,2.532651,1.14066,0.521997,0.328665,0.193332,0.0609,0.0319,0.065733,0.085066,0.0812,0.069975,0.079766,0.186947,0.287655,0.327444,0.358649,0.368765,0.362115,0.346142,0.313004,0.281911,0.249002,0.212229,0.189383,0.174099,0.164157,0.157682,0.14785,0.12312,0.095488,0.061702,0.048078,0.033416,0.019095,0.004433,0,0,0,95.013097,3.30717,1.679733,4.986903,0.088,0.326,0.546,0.821,1.471,2.135,2.436,2.733,3.982,1.470715,1.484223,1.06244,0.155628,1.214145,1.470715,1.490977,0.944932,0.021443,0.597123,1.060375,1.71141,2.51131,2.726752,12.534383
2018-648-FA,T4_2,7/26/2018,15:08:00,48.151312,-123.561096,Surface,18-648FA_61,3.583633,2.521883,12.159833,15.994858,19.642808,19.362196,14.124114,7.37073,2.749993,0.860542,0.505101,0.355441,0.149659,0.032738,0.054252,0.084183,0.029932,0.002993,0.000253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003276,0.03434,0.061381,0.052256,0.042303,0.035252,0.029612,0.0287,0.03181,0.03011,0.028119,0.021525,0.012857,0.003318,0,0,6.105516,93.479626,0,0.414858,0.414858,-0.709,-0.829,-0.733,-0.634,-0.294,0.031,0.19,0.336,0.52,-0.294093,-0.27919,0.417142,0.186561,0.757804,-0.294093,-0.271738,0.461657,0.048425,0.432431,0.3318,-0.281686,0.735453,6.080446,74.492335
2018-648-FA,T4_3,7/26/2018,15:17:00,48.150858,-123.560705,Surface,18-648FA_62,5.736272,5.139415,0.565159,1.069454,2.034571,3.338784,4.912533,6.451504,7.973085,9.477276,10.259804,9.825066,8.355654,6.381946,4.590827,3.27792,2.364972,1.625918,1.069454,0.765138,0.495601,0.226063,0.080861,0.063472,0.067819,0.061733,0.065211,0.073036,0.074021,0.079818,0.159137,0.243916,0.267477,0.277483,0.278357,0.266165,0.245883,0.229527,0.207059,0.181307,0.164494,0.152683,0.145672,0.140848,0.136038,0.119697,0.10338,0.074633,0.052841,0.030467,0.016615,0.003935,0,0,10.875687,85.060729,2.533915,1.529669,4.063584,-2.257,-0.862,-0.125,0.344,1.085,1.746,2.133,2.562,3.427,1.084702,1.030694,1.425742,-0.123763,1.661404,1.084702,1.00369,1.12914,-0.071747,-0.442409,1.516842,1.143468,3.308052,1.717509,9.490838
2018-648-FA,T6_4,7/26/2018,15:29:00,48.151089,-123.556597,Surface,18-648FA_63,10.229139,52.246517,9.320999,7.568651,5.331612,3.318276,2.345163,1.759805,0.988026,0.81652,0.820248,0.544346,0.551803,0.480964,0.328099,0.316914,0.205062,0.055926,0.119309,0.190148,0.126766,0.100667,0.07084,0.07084,0.09321,0.089482,0.09321,0.096938,0.082025,0.07084,0.089482,0.104395,0.108124,0.100667,0.096938,0.09321,0.089482,0.082025,0.074568,0.063383,0.068167,0.091058,0.084323,0.068335,0.054683,0.051306,0.055701,0.057264,0.056069,0.045065,0.027622,0.005793,0,0,62.475656,35.289304,1.431705,0.803335,2.235041,-3.022,-2.045,-0.616,-0.627,-0.817,-0.644,-0.284,0.21,1.363,-0.816967,-0.572168,0.747533,1.102356,-101.17693,-0.816967,-0.449768,0.166117,2.210488,-0.076252,12.200171,-0.697792,2.194544,4.320345,26.514212
2018-648-FA,T8_5,7/26/2018,15:42:00,48.150892,-123.552613,Surface,18-648FA_64,0,0.113997,0,0,0.00116,0.106299,0.454186,0.908373,1.749101,3.362912,5.991394,9.760174,13.915496,16.621287,16.234745,12.659236,7.489243,3.401566,1.236933,0.541158,0.405869,0.270579,0.095669,0.029957,0.051217,0.077308,0.083106,0.080207,0.076525,0.087781,0.203979,0.324772,0.345366,0.343133,0.336369,0.323062,0.294123,0.272642,0.247203,0.216854,0.19916,0.18439,0.172899,0.162752,0.150085,0.125469,0.100618,0.069875,0.0555,0.03885,0.0222,0.005224,0,0,0.113997,95.109709,3.025216,1.751078,4.776294,0.898,1.158,1.35,1.553,1.96,2.364,2.569,2.794,3.791,1.959772,1.959525,0.743008,0.132604,1.461968,1.959772,1.959402,0.609292,-0.000606,0.631104,1.374227,2.165527,1.917044,3.354974,16.576557
2018-648-FA,T10_5,7/26/2018,15:51:00,48.150365,-123.54846,Surface,18-648FA_65,0,0,0,0,0,0.025557,0.179843,0.492201,1.041194,2.035062,3.700973,6.34182,9.844019,13.15691,14.671375,13.819488,10.885213,7.335687,4.420343,2.555659,1.476603,0.785628,0.340755,0.141981,0.094654,0.094654,0.090868,0.074777,0.069345,0.153719,0.362587,0.451498,0.494481,0.5092,0.500681,0.480817,0.438515,0.401641,0.361985,0.316117,0.284981,0.261062,0.242764,0.226301,0.209779,0.177521,0.15013,0.110065,0.087565,0.061295,0.034479,0.008209,0,0,0,92.767575,4.700171,2.532253,7.232425,1.102,1.368,1.566,1.779,2.227,2.723,3.025,3.448,6.682,2.226966,2.272794,1.210352,0.345466,2.424581,2.226966,2.295708,0.729663,0.09421,2.281852,2.823978,2.544754,2.456513,2.778284,11.656298
2018-648-FA,T12_5,7/26/2018,16:02:00,48.149067,-123.544091,Surface,18-648FA_66,0,0,0,0,0,0.022807,0.182459,0.547378,1.185985,2.298986,3.886381,6.121506,9.013485,11.768619,13.410752,13.228292,11.130011,7.845746,4.689202,2.481445,1.268091,0.64773,0.291935,0.136844,0.100353,0.100353,0.083931,0.068468,0.108929,0.373795,0.600443,0.671857,0.73182,0.752448,0.740752,0.714282,0.652957,0.597854,0.536855,0.462037,0.409208,0.364263,0.328032,0.300352,0.274958,0.234301,0.204686,0.156661,0.124611,0.087141,0.04967,0.011328,0,0,0,89.728875,6.72702,3.544105,10.271125,1.061,1.34,1.557,1.792,2.281,2.819,3.176,4.231,7.429,2.281086,2.338225,1.369657,0.361281,2.541173,2.281086,2.366795,0.809625,0.105862,2.425273,2.932665,2.712984,3.256593,2.343117,8.410388
2018-648-FA,X3,7/26/2018,16:26:00,48.146157,-123.536312,Surface,18-648FA_67,0,0,0,0,0,0.030814,0.168076,0.364165,0.672305,1.204546,1.662087,2.474455,4.341968,7.068537,10.177946,12.979216,14.473226,13.259343,10.08457,6.48027,3.6043,1.736787,0.72833,0.298802,0.186751,0.149401,0.121388,0.103444,0.124147,0.319854,0.487571,0.536829,0.577705,0.588287,0.573762,0.548613,0.497839,0.453456,0.407372,0.354939,0.322321,0.297817,0.28128,0.266445,0.249306,0.211645,0.177262,0.129061,0.102253,0.07171,0.040503,0.009296,0,0,0,90.782611,6.29618,2.921209,9.217389,1.353,1.71,1.943,2.183,2.659,3.152,3.443,3.883,6.998,2.658833,2.681632,1.230143,0.291537,2.389315,2.658833,2.693031,0.749681,0.045617,2.023487,2.764928,2.952158,2.512921,2.460732,9.980691
2018-648-FA,X6,7/26/2018,16:33:00,48.144261,-123.533418,Surface,18-648FA_68,0,0.804929,0,0.005266,0.065828,0.272718,0.630073,1.01564,1.598692,2.68016,4.043751,5.849332,8.341411,11.002763,12.883577,13.1657,11.661048,8.576513,5.341512,2.915262,1.504651,0.752326,0.329142,0.141061,0.103445,0.103445,0.094041,0.084192,0.158755,0.31603,0.369489,0.407174,0.442714,0.454034,0.44557,0.428494,0.389423,0.35616,0.32095,0.278843,0.252607,0.233797,0.219161,0.206472,0.191887,0.162007,0.134751,0.096924,0.076724,0.053706,0.030689,0.007161,0,0,0.804929,92.306224,4.623167,2.26568,6.888847,0.819,1.192,1.466,1.743,2.266,2.778,3.063,3.423,6.368,2.266299,2.265153,1.240137,0.238112,2.195885,2.266299,2.26458,0.798834,-0.002152,1.661419,2.473034,2.48865,2.492295,2.395914,10.867071
2018-648-FA,X9,7/26/2018,16:42:00,48.142039,-123.531028,Surface,18-648FA_69,0,0,0,0,0,0.021863,0.123576,0.342209,0.788982,1.58747,2.604592,4.230085,7.005781,10.45639,13.498249,14.829062,13.878481,10.551448,6.749124,3.716771,1.863139,0.88404,0.389738,0.190116,0.133081,0.11407,0.095058,0.080799,0.076328,0.145043,0.322332,0.405091,0.4462,0.4625,0.454986,0.437014,0.398579,0.366436,0.331621,0.291599,0.265837,0.246414,0.230521,0.215852,0.199509,0.166372,0.137491,0.098324,0.07719,0.053286,0.030378,0.006972,0,0,0,93.131262,4.517372,2.351366,6.868738,1.215,1.514,1.731,1.957,2.413,2.883,3.149,3.473,6.452,2.413011,2.431053,1.147834,0.290346,2.318278,2.413011,2.440075,0.70886,0.038179,2.003821,2.693583,2.666775,2.200431,2.814999,12.374039
2018-648-FA,X12,7/26/2018,16:49:00,48.139813,-123.528831,Surface,18-648FA_70,37.869743,16.811858,1.143334,1.122082,1.117832,1.139084,1.151835,1.08808,0.939319,0.867064,0.867064,1.134833,1.950893,3.149481,4.377821,5.185381,5.227884,4.292815,2.970968,1.814883,1.024325,0.531289,0.255019,0.127509,0.085006,0.072255,0.068005,0.063755,0.058339,0.108813,0.222099,0.259955,0.271968,0.277857,0.270802,0.257842,0.234786,0.214688,0.192356,0.166676,0.149435,0.136282,0.126783,0.120505,0.114906,0.100832,0.090242,0.068824,0.051513,0.032647,0.018227,0.004206,0,0,54.681601,41.096267,2.848697,1.373434,4.222132,-3.736,-3.472,-3.155,-2.68,-0.791,2.264,2.697,3.046,3.686,-0.791049,-0.416513,2.587473,0.19925,0.615321,-0.791049,-0.229245,2.925754,0.19202,0.261908,0.268448,0.114065,6.400539,1.150469,4.228241
2018-648-FA,T6_5,7/26/2018,17:34:00,48.150594,-123.556521,Surface,18-648FA_71,84.016188,0.035302,0,0.000531,0.021878,0.139079,0.390671,0.707896,1.150135,1.734579,2.234638,2.406533,2.187758,1.687699,1.125133,0.65789,0.357855,0.198461,0.110951,0.071883,0.050006,0.032816,0.020315,0.010626,0.008282,0.010939,0.013595,0.013752,0.012658,0.012814,0.015002,0.01719,0.018752,0.020315,0.018752,0.019667,0.033198,0.06547,0.06243,0.046166,0.038836,0.032858,0.029439,0.029915,0.02966,0.027165,0.025292,0.019208,0.014512,0.009104,0.004933,0.001274,0,0,84.051489,15.266392,0.311327,0.370792,0.682118,-3.881,-3.762,-3.619,-3.405,-2.81,-2.215,-2,1.205,1.747,-2.809753,-2.809753,1.257423,0.309665,1.937907,-2.809753,-2.809753,0.809368,0,2.153304,2.476834,-1.517194,2.312779,3.003873,14.946971
2018-648-FA,T4_5,7/26/2018,17:43:00,48.149979,-123.560066,Surface,18-648FA_72,0,0,0,0,0.000194,0.031231,0.106187,0.162404,0.249852,0.50595,0.643368,0.918205,1.867641,3.391736,5.215654,7.05831,8.55742,8.932197,8.120179,6.496143,4.522315,2.592211,1.186795,0.462226,0.231113,0.162404,0.126192,0.441798,1.97813,3.011097,2.82516,2.751918,2.832689,2.798276,2.69187,2.571063,2.315658,2.104069,1.864929,1.576326,1.374731,1.195041,1.058542,0.959606,0.892602,0.799322,0.75488,0.61969,0.488265,0.329039,0.184054,0.041318,0,0,0,59.371196,28.490457,12.138347,40.628804,1.799,2.116,2.364,2.65,3.413,6.717,7.56,8.294,9.27,3.413207,4.445752,2.431121,0.581952,0.752738,3.413207,4.962025,2.598372,0.596073,0.816307,0.437587,4.589361,6.27556,0.683263,2.239216
2018-648-FA,T4_4,7/26/2018,17:47:00,48.150359,-123.560409,Surface,18-648FA_73,0,2.379283,1.536549,2.27223,3.743593,5.689888,7.859682,9.405544,10.150537,10.336786,9.405544,7.589622,5.578139,3.957778,2.88685,2.300168,2.113919,1.890421,1.508612,1.15474,0.84743,0.502871,0.195561,0.075431,0.085674,0.093124,0.093124,0.093239,0.188088,0.370646,0.417469,0.440098,0.46365,0.46365,0.45386,0.431644,0.394744,0.361849,0.323976,0.277567,0.24702,0.224731,0.209685,0.200951,0.193914,0.171212,0.150041,0.110296,0.079378,0.047155,0.025808,0.006229,0,0,2.379283,90.730903,4.621851,2.267963,6.889815,-0.617,-0.246,0.014,0.295,0.922,1.707,2.379,3.148,6.408,0.9219,1.105104,1.655788,0.397107,2.039106,0.9219,1.196706,1.18256,0.232382,1.66896,1.970568,1.369729,3.820277,2.299688,9.06395
2018-648-FA,T4_4 duplicate,7/26/2018,17:47:00,48.150359,-123.560409,Surface,18-648FA_74,1.477615,3.900028,1.178223,1.906743,3.669581,5.711235,7.788865,9.263893,10.073359,10.343181,9.533715,7.590995,5.360466,3.795498,2.815144,2.095618,1.780826,1.54698,1.187217,0.989348,0.755502,0.413727,0.161893,0.080947,0.086343,0.089941,0.074651,0.071815,0.180907,0.380003,0.421898,0.436867,0.459434,0.46796,0.456727,0.43416,0.395679,0.361878,0.3257,0.277105,0.243736,0.218571,0.204383,0.198005,0.193141,0.173308,0.15197,0.111699,0.080927,0.04936,0.027147,0.006085,0,0,5.377644,87.800116,4.561103,2.261138,6.822241,-0.918,-0.373,-0.068,0.233,0.876,1.618,2.213,3.034,6.407,0.875629,1.006857,1.67995,0.341443,2.168411,0.875629,1.072471,1.140039,0.172663,1.639272,2.212848,1.270158,3.99846,2.187117,8.856757
