FAN ID,Sample ID,Lab ID,Date Collected,Sample Recovered,Time (GMT),Latitude,Longitude,Sample Type,Wt. percent in -4.00 phi bin or 16 mm bin,Wt. percent in -3.75 phi or 13.5 mm bin,Wt. percent in -3.50 phi or 11.2 mm bin,Wt. percent in -3.25 phi or 9.51 mm bin,Wt. percent in -3.00 phi or 8 mm bin,Wt. percent in -2.75 phi or 6.73 mm bin,Wt. percent in -2.50 phi or 5.66 mm bin,Wt. percent in -2.25 phi or 4.76 mm bin,Wt. percent in -2.00 phi bin or 4 mm bin,Wt. percent in -1.75 phi or 3.36 mm bin,Wt. percent in -1.50 phi or 2.83 mm bin,Wt. percent in -1.25 phi or 2.38 mm bin,Wt. percent in -1.00 phi bin or 2 mm bin,Wt. percent in -0.75 phi bin or 1.68 mm bin,Wt. percent in -0.50 phi bin or 1.41 mm bin,Wt. percent in -0.25 phi bin or 1.19 mm bin,Wt. percent in 0.00 phi bin or 1 mm bin,Wt. percent in 0.25 phi bin or 0.8409 mm bin,Wt. percent in 0.50 phi bin or 0.7071 mm bin,Wt. percent in 0.75 phi bin or 0.5946 mm bin,Wt. percent in 1.00 phi bin or 0.5 mm bin,Wt. percent in 1.25 phi bin or 0.4204 mm bin,Wt. percent in 1.50 phi bin or 0.3536 mm bin,Wt. percent in 1.75 phi bin or 0.2973 mm bin,Wt. percent in 2.00 phi bin or 0.25 mm bin,Wt. percent in 2.25 phi bin or 0.2102 mm bin,Wt. percent in 2.50 phi bin or 0.1768 mm bin,Wt. percent in 2.75 phi bin or 0.1487 mm bin,Wt. percent in 3.00 phi bin or 0.125 mm bin,Wt. percent in 3.25 phi bin or 0.1051 mm bin,Wt. percent in 3.50 phi bin or 0.08839 mm bin,Wt. percent in 3.75 phi bin or 0.07433 mm bin,Wt. percent in 4.00 phi bin or 0.0625 mm bin,Wt. percent in 4.25 phi bin or 0.052556 mm bin,Wt. percent in 4.50 phi bin or 0.044194 mm bin,Wt. percent in 4.75 phi bin or 0.037163 mm bin,Wt. percent in 5.00 phi bin or 0.03125 mm bin,Wt. percent in 5.25 phi bin or 0.02628 mm bin,Wt. percent in 5.50 phi bin or 0.0221 mm bin,Wt. percent in 5.75 phi bin or 0.01858 mm bin,Wt. percent in 6.00 phi bin or 0.01563 mm bin,Wt. percent in 6.25 phi bin or 0.01314 mm bin,Wt. percent in 6.50 phi bin or 0.01105 mm bin,Wt. percent in 6.75 phi bin or 0.00929 mm bin,Wt. percent in 7.00 phi bin or 0.00781 mm bin,Wt. percent in 7.25 phi bin or 0.00657 mm bin,Wt. percent in 7.50 phi bin or 0.00552 mm bin,Wt. percent in 7.75 phi bin or 0.00465 mm bin,Wt. percent in 8.00 phi bin or 0.00391 mm bin,Wt. percent in 8.25 phi bin or 0.00329 mm bin,Wt. percent in 8.50 phi bin or 0.00276 mm bin,Wt. percent in 8.75 phi bin or 0.00232 mm bin,Wt. percent in 9.00 phi bin or 0.00195 mm bin,Wt. percent in 9.25 phi bin or 0.00164 mm bin,Wt. percent in 9.50 phi bin or 0.00138mm bin,Wt. percent in 9.75 phi bin or 0.00116 mm bin,Wt. percent in 9.99 phi bin or 0.00098 mm bin,Wt. percent in 10.25 phi bin or 0.00082 mm bin,Wt. percent in 10.50 phi bin or 0.00069 mm bin,Wt. percent in 10.75 phi bin or 0.00058 mm bin,Wt. percent in 10.99 phi bin or 0.00049 mm bin,Wt. percent in 11.25 phi bin or 0.0004 mm bin,Wt. percent in 11.48 phi bin or 0.00035 mm bin,Wt. percent in 12.02 phi bin or 0.000241 mm bin,Wt. percent in 13.02 phi bin or 0.00012 mm bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,Gravel to Sand Ratio,Sand to Silt Ratio,Silt to Clay Ratio,Sand to Clay Ratio,Sand to Mud Ratio,Gravel to Mud Ratio, D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, D95 mm, D90 mm, D84 mm, D75 mm, D50 mm, D25 mm, D16 mm, D10 mm, D5 mm, F-W Median Phi, F-W Mean Phi, F-W Sorting Phi, F-W Skewness Phi, F-W Kurtosis Phi, Inman Median Phi, Inman Mean Phi, Inman Sorting Phi, Inman Skew 16-84 Phi, Inman Skew 05-95 Phi, Inman Kurtosis Phi, Trask Median mm, Trask Mean mm, Trask Sorting mm, Trask Skewness mm, Trask Kurtosis mm, Mean Phi,Mean mm, Variance Phi, Std. Dev. Phi, Skewness Phi, Kurtosis Phi
2022-638-FA,WP269,22-638FA_101,2022-08-10,yes,16:57:00,48.148429,-123.544414,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.29,4.03,8.51,13.51,17.33,17.63,14.59,9.89,5.55,2.64,1.17,0.54,0.30,0.17,0.09,0.06,0.04,0.04,0.03,0.05,0.06,0.07,0.07,0.09,0.11,0.13,0.15,0.16,0.17,0.16,0.16,0.14,0.13,0.12,0.11,0.10,0.09,0.08,0.08,0.07,0.06,0.05,0.03,0.02,0.02,0.01,0.00,0.00,0.00,0.00,97.45,1.72,0.83,2.55,0.000,56.741,2.065,117.190,38.230,0.000,0.245,0.413,0.547,0.714,1.078,1.466,1.676,1.887,2.241,0.2115,0.2704,0.3130,0.3619,0.4737,0.6094,0.6845,0.7510,0.8440,1.078,1.100,0.585,0.112,1.088,1.078,1.111,0.565,0.059,0.292,0.768,0.474,0.486,1.298,0.983,0.258,1.241,0.423,1.335,1.155,4.431,28.005
2022-638-FA,T3_4 duplicate,22-638FA_102,2022-08-09,yes,15:26:00,48.149866,-123.562412,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.32,0.14,0.30,0.27,0.68,2.12,5.32,7.07,10.42,13.48,15.30,14.73,11.86,7.94,4.37,2.01,0.85,0.41,0.24,0.15,0.08,0.05,0.04,0.03,0.02,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.09,0.10,0.10,0.10,0.10,0.09,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.00,1.01,97.36,1.05,0.59,1.63,0.010,92.995,1.781,165.607,59.554,0.615,-0.184,0.025,0.236,0.463,0.914,1.348,1.554,1.744,2.053,0.2409,0.2985,0.3405,0.3929,0.5308,0.7255,0.8488,0.9828,1.1359,0.914,0.901,0.668,-0.005,1.036,0.914,0.895,0.659,-0.028,0.032,0.698,0.531,0.559,1.359,1.012,0.243,0.982,0.506,1.189,1.091,3.802,27.888
2022-638-FA,T3_4  duplicate,22-638FA_103,2022-08-09,yes,15:26:00,48.149866,-123.562412,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.17,0.56,1.81,4.36,5.94,9.34,12.70,15.39,15.59,13.08,9.11,5.21,2.52,1.12,0.53,0.30,0.17,0.09,0.05,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.09,0.10,0.10,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.33,98.07,1.01,0.59,1.60,0.003,96.916,1.711,165.825,61.167,0.207,-0.091,0.128,0.339,0.556,0.992,1.420,1.629,1.825,2.136,0.2275,0.2822,0.3234,0.3738,0.5029,0.6800,0.7903,0.9149,1.0653,0.992,0.987,0.660,0.008,1.057,0.992,0.984,0.645,-0.012,0.048,0.727,0.503,0.527,1.349,1.005,0.242,1.069,0.477,1.122,1.059,4.005,29.271
2022-638-FA,T4_5 duplicate,22-638FA_104,2022-08-09,yes,15:35:00,48.15011,-123.560252,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.83,1.88,3.54,5.65,8.03,9.42,9.42,8.58,7.50,6.35,5.33,4.55,3.89,3.20,2.43,1.71,1.14,0.78,0.61,0.60,0.63,0.65,0.65,0.70,0.79,0.91,0.97,1.00,0.98,0.93,0.86,0.77,0.68,0.60,0.50,0.44,0.39,0.35,0.32,0.30,0.26,0.23,0.18,0.14,0.10,0.06,0.01,0.00,0.00,0.00,83.63,12.49,3.88,16.37,0.000,6.696,3.217,21.543,5.108,0.000,0.422,0.674,0.885,1.138,1.834,2.990,4.116,6.267,7.606,0.0051,0.0130,0.0577,0.1258,0.2806,0.4545,0.5415,0.6268,0.7462,1.834,2.278,1.896,0.510,1.589,1.834,2.500,1.615,0.413,1.350,1.224,0.281,0.290,1.900,0.726,0.268,2.535,0.173,4.757,2.181,1.650,5.214
2022-638-FA,T4_4 duplicate,22-638FA_105,2022-08-09,yes,15:40:00,48.150373,-123.560404,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.13,0.26,0.54,0.98,3.44,7.57,8.89,12.14,14.19,14.56,12.70,9.52,6.10,3.39,1.68,0.78,0.37,0.20,0.11,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,1.32,97.30,0.92,0.47,1.39,0.014,105.995,1.952,206.872,70.086,0.949,-0.281,-0.096,0.066,0.304,0.767,1.225,1.451,1.668,1.975,0.2544,0.3146,0.3657,0.4279,0.5875,0.8103,0.9551,1.0689,1.2152,0.767,0.762,0.688,0.029,1.004,0.767,0.759,0.693,-0.012,0.115,0.629,0.588,0.619,1.376,1.004,0.253,0.827,0.564,1.172,1.083,3.185,25.706
2022-638-FA,T5_3 duplicate,22-638FA_106,2022-08-09,yes,15:49:00,48.15116,-123.558558,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,1.07,0.92,2.92,5.07,6.60,8.00,6.34,8.02,9.22,10.02,9.94,8.98,7.30,5.30,3.38,1.89,0.95,0.48,0.26,0.14,0.08,0.05,0.04,0.04,0.05,0.06,0.06,0.06,0.07,0.09,0.11,0.13,0.14,0.15,0.15,0.14,0.13,0.12,0.11,0.10,0.09,0.08,0.08,0.07,0.07,0.06,0.04,0.03,0.02,0.01,0.01,0.00,0.00,0.00,2.77,94.94,1.53,0.76,2.29,0.029,62.006,2.014,124.853,41.430,1.209,-0.768,-0.527,-0.295,-0.010,0.779,1.421,1.710,1.977,2.397,0.1898,0.2540,0.3057,0.3734,0.5830,1.0067,1.2267,1.4413,1.7031,0.779,0.731,0.981,-0.024,0.907,0.779,0.707,1.002,-0.071,0.036,0.579,0.583,0.690,1.642,1.106,0.267,0.848,0.555,1.900,1.378,2.653,15.949
2022-638-FA,T6_5 duplicate,22-638FA_107,2022-08-09,yes,15:59:00,48.150628,-123.556545,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.17,0.34,1.16,3.75,6.88,11.25,15.04,16.88,15.52,11.74,7.36,3.92,1.83,0.82,0.39,0.19,0.11,0.06,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,0.06,0.08,0.11,0.13,0.15,0.16,0.16,0.16,0.15,0.14,0.13,0.12,0.11,0.10,0.10,0.10,0.09,0.07,0.05,0.03,0.02,0.02,0.01,0.00,0.00,0.00,0.07,97.46,1.53,0.95,2.48,0.001,63.718,1.617,103.010,39.367,0.028,-0.006,0.184,0.346,0.527,0.924,1.334,1.540,1.745,2.124,0.2294,0.2983,0.3438,0.3966,0.5270,0.6940,0.7866,0.8801,1.0040,0.924,0.937,0.621,0.079,1.081,0.924,0.943,0.597,0.032,0.226,0.784,0.527,0.545,1.323,0.991,0.256,1.077,0.474,1.469,1.212,4.336,27.251
2022-638-FA,T8_5 duplicate,22-638FA_108,2022-08-09,yes,16:10:00,48.150894,-123.552501,Surface,0.00,23.94,6.04,10.97,11.06,7.11,3.95,2.97,2.14,0.56,0.96,0.64,0.70,0.38,1.74,4.02,6.69,3.76,3.51,2.63,1.75,1.18,0.81,0.55,0.37,0.23,0.14,0.09,0.06,0.05,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,71.05,28.03,0.61,0.31,0.92,2.535,45.663,1.975,90.189,30.314,76.851,-3.948,-3.896,-3.833,-3.707,-3.043,-0.356,0.008,0.419,0.923,0.5274,0.7482,0.9946,1.2799,8.2424,13.0568,14.2500,14.8826,15.4312,-3.043,-2.289,1.698,0.609,0.596,-3.043,-1.913,1.920,0.589,0.797,0.268,8.242,7.168,3.194,0.246,0.417,-2.193,4.572,3.769,1.941,1.669,7.587
2022-638-FA,TW3_4 duplicate,22-638FA_109,2022-08-10,yes,14:36:00,48.145307,-123.570458,Surface,0.00,0.00,0.00,0.00,0.00,3.76,0.00,0.00,0.67,0.00,0.50,1.00,1.52,3.74,8.82,17.36,22.92,10.88,9.48,6.73,4.16,2.61,1.67,1.07,0.67,0.40,0.21,0.12,0.07,0.05,0.04,0.03,0.03,0.02,0.02,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,7.45,91.04,0.99,0.52,1.51,0.082,92.244,1.892,174.552,60.351,4.937,-1.475,-0.798,-0.579,-0.408,-0.101,0.352,0.623,0.905,1.375,0.3856,0.5341,0.6493,0.7835,1.0729,1.3265,1.4942,1.7385,2.7796,-0.101,-0.019,0.732,0.121,1.538,-0.101,0.022,0.601,0.205,0.086,1.370,1.073,1.055,1.301,0.903,0.225,0.002,0.999,1.590,1.261,3.071,23.919
2022-638-FA,T11_5 duplicate,22-638FA_110,2022-08-10,yes,16:30:00,48.149454,-123.54667,Surface,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.37,0.84,1.82,4.02,7.42,11.56,15.26,16.71,15.06,10.89,6.29,3.08,1.42,0.71,0.39,0.22,0.11,0.07,0.08,0.09,0.09,0.09,0.11,0.14,0.18,0.22,0.24,0.25,0.25,0.24,0.22,0.20,0.18,0.16,0.15,0.14,0.13,0.12,0.11,0.09,0.07,0.05,0.04,0.03,0.02,0.00,0.00,0.00,0.00,96.15,2.57,1.28,3.85,0.000,37.403,2.011,75.215,24.981,0.000,0.898,1.117,1.288,1.481,1.885,2.292,2.499,2.736,3.307,0.1010,0.1501,0.1769,0.2042,0.2707,0.3582,0.4095,0.4609,0.5365,1.885,1.891,0.668,0.097,1.217,1.885,1.893,0.606,0.014,0.359,0.989,0.271,0.281,1.324,0.998,0.248,2.059,0.240,1.553,1.246,3.608,19.657
2022-638-FA,WP268 duplicate,22-638FA_111,2022-08-10,yes,16:51:00,48.148744,-123.544556,Surface,0.00,0.00,0.00,0.00,6.19,1.85,4.20,4.70,6.01,3.24,7.94,12.05,12.04,9.64,12.46,9.52,6.55,0.90,0.50,0.19,0.09,0.11,0.15,0.21,0.28,0.29,0.25,0.17,0.10,0.06,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.22,41.54,0.17,0.07,0.24,1.402,243.941,2.364,576.788,171.436,240.302,-2.500,-2.602,-2.296,-1.844,-1.167,-0.598,-0.404,-0.244,-0.055,1.0386,1.1844,1.3232,1.5141,2.2461,3.5910,4.9113,6.0700,5.6577,-1.167,-1.289,0.844,-0.141,0.804,-1.167,-1.350,0.946,-0.193,-0.116,0.293,2.246,2.553,1.540,1.078,0.213,-1.236,2.355,1.107,1.052,1.516,15.162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
