datetime_utc,longitude,latitude,easting_m,northing_m,ortho_ht_m
2018-Jul-25 23:19:12.000,-123.5656718,48.1467148,296731.51,131103.41,0.39
2018-Jul-25 23:19:14.000,-123.5656593,48.1467080,296732.41,131102.63,0.45
2018-Jul-25 23:19:14.000,-123.5656529,48.1467049,296732.87,131102.27,0.45
2018-Jul-25 23:19:15.000,-123.5656466,48.1467018,296733.33,131101.90,0.47
2018-Jul-25 23:19:17.000,-123.5656317,48.1466977,296734.42,131101.41,0.48
2018-Jul-25 23:19:18.000,-123.5656239,48.1466963,296735.00,131101.23,0.52
2018-Jul-25 23:19:18.000,-123.5656156,48.1466947,296735.61,131101.03,0.50
2018-Jul-25 23:19:19.000,-123.5656074,48.1466936,296736.21,131100.89,0.52
2018-Jul-25 23:19:20.000,-123.5655989,48.1466922,296736.84,131100.71,0.57
2018-Jul-25 23:19:21.000,-123.5655914,48.1466905,296737.39,131100.50,0.54
2018-Jul-25 23:19:22.000,-123.5655829,48.1466891,296738.02,131100.32,0.58
2018-Jul-25 23:19:22.000,-123.5655758,48.1466870,296738.54,131100.07,0.64
2018-Jul-25 23:19:23.000,-123.5655692,48.1466856,296739.02,131099.90,0.63
2018-Jul-25 23:19:24.000,-123.5655611,48.1466837,296739.61,131099.66,0.57
2018-Jul-25 23:19:24.000,-123.5655527,48.1466826,296740.24,131099.52,0.64
2018-Jul-25 23:19:25.000,-123.5655465,48.1466807,296740.69,131099.29,0.63
2018-Jul-25 23:19:26.000,-123.5655393,48.1466790,296741.22,131099.09,0.63
2018-Jul-25 23:19:26.000,-123.5655315,48.1466775,296741.79,131098.90,0.73
2018-Jul-25 23:19:27.000,-123.5655231,48.1466765,296742.41,131098.77,0.73
2018-Jul-25 23:19:27.000,-123.5655157,48.1466755,296742.96,131098.63,0.72
2018-Jul-25 23:19:28.000,-123.5655084,48.1466743,296743.50,131098.48,0.70
2018-Jul-25 23:19:29.000,-123.5655008,48.1466740,296744.07,131098.42,0.73
2018-Jul-25 23:19:29.000,-123.5654940,48.1466724,296744.57,131098.23,0.74
2018-Jul-25 23:19:30.000,-123.5654863,48.1466722,296745.14,131098.19,0.75
2018-Jul-25 23:19:30.000,-123.5654793,48.1466713,296745.66,131098.08,0.75
2018-Jul-25 23:19:31.000,-123.5654714,48.1466714,296746.24,131098.06,0.73
2018-Jul-25 23:19:32.000,-123.5654643,48.1466710,296746.76,131098.00,0.74
2018-Jul-25 23:19:33.000,-123.5654493,48.1466714,296747.89,131098.00,0.74
2018-Jul-25 23:19:33.000,-123.5654423,48.1466704,296748.40,131097.88,0.71
2018-Jul-25 23:19:34.000,-123.5654347,48.1466709,296748.97,131097.91,0.82
2018-Jul-25 23:19:35.000,-123.5654277,48.1466709,296749.49,131097.89,0.85
2018-Jul-25 23:19:37.000,-123.5653978,48.1466718,296751.72,131097.91,0.83
2018-Jul-25 23:19:38.000,-123.5653903,48.1466725,296752.27,131097.97,0.85
2018-Jul-25 23:19:38.000,-123.5653828,48.1466735,296752.84,131098.06,0.83
2018-Jul-25 23:19:39.000,-123.5653683,48.1466761,296753.92,131098.31,0.86
2018-Jul-25 23:19:40.000,-123.5653614,48.1466781,296754.44,131098.51,0.95
2018-Jul-25 23:19:41.000,-123.5653483,48.1466805,296755.43,131098.74,0.85
2018-Jul-25 23:19:42.000,-123.5653421,48.1466827,296755.90,131098.97,0.84
2018-Jul-25 23:19:43.000,-123.5653335,48.1466842,296756.54,131099.12,0.84
2018-Jul-25 23:19:43.000,-123.5653273,48.1466865,296757.02,131099.36,0.90
2018-Jul-25 23:19:44.000,-123.5653191,48.1466885,296757.63,131099.55,0.93
2018-Jul-25 23:19:45.000,-123.5653114,48.1466912,296758.21,131099.84,0.86
2018-Jul-25 23:19:46.000,-123.5653041,48.1466937,296758.77,131100.09,0.93
2018-Jul-25 23:19:46.000,-123.5652970,48.1466960,296759.30,131100.33,0.97
2018-Jul-25 23:19:48.000,-123.5652833,48.1467013,296760.34,131100.89,0.85
2018-Jul-25 23:19:49.000,-123.5652769,48.1467042,296760.84,131101.20,0.90
2018-Jul-25 23:19:50.000,-123.5652688,48.1467063,296761.45,131101.40,0.87
2018-Jul-25 23:19:51.000,-123.5652625,48.1467081,296761.92,131101.59,0.84
2018-Jul-25 23:19:51.000,-123.5652553,48.1467106,296762.46,131101.84,0.84
2018-Jul-25 23:19:52.000,-123.5652486,48.1467121,296762.97,131101.99,0.88
2018-Jul-25 23:19:53.000,-123.5652409,48.1467146,296763.55,131102.25,0.88
2018-Jul-25 23:19:54.000,-123.5652335,48.1467165,296764.11,131102.45,0.85
2018-Jul-25 23:19:55.000,-123.5652257,48.1467190,296764.70,131102.70,0.96
2018-Jul-25 23:19:55.000,-123.5652189,48.1467205,296765.21,131102.85,0.87
2018-Jul-25 23:19:56.000,-123.5652129,48.1467225,296765.67,131103.06,0.94
2018-Jul-25 23:19:57.000,-123.5652059,48.1467238,296766.19,131103.18,0.91
2018-Jul-25 23:19:58.000,-123.5651913,48.1467274,296767.29,131103.55,0.80
2018-Jul-25 23:19:59.000,-123.5651836,48.1467302,296767.87,131103.83,0.85
2018-Jul-25 23:20:00.000,-123.5651767,48.1467313,296768.39,131103.93,0.85
2018-Jul-25 23:20:01.000,-123.5651693,48.1467335,296768.95,131104.17,0.83
2018-Jul-25 23:20:02.000,-123.5651626,48.1467345,296769.45,131104.26,0.81
2018-Jul-25 23:20:02.000,-123.5651553,48.1467366,296770.00,131104.47,0.92
2018-Jul-25 23:20:03.000,-123.5651487,48.1467376,296770.50,131104.56,0.81
2018-Jul-25 23:20:04.000,-123.5651415,48.1467394,296771.04,131104.75,0.81
2018-Jul-25 23:20:06.000,-123.5651266,48.1467423,296772.16,131105.03,0.77
2018-Jul-25 23:20:07.000,-123.5651200,48.1467439,296772.66,131105.19,0.81
2018-Jul-25 23:20:07.000,-123.5651128,48.1467466,296773.20,131105.47,0.79
2018-Jul-25 23:20:09.000,-123.5651013,48.1467530,296774.08,131106.15,0.76
2018-Jul-25 23:20:10.000,-123.5650971,48.1467568,296774.41,131106.56,0.82
2018-Jul-25 23:20:11.000,-123.5650932,48.1467613,296774.72,131107.05,0.78
2018-Jul-25 23:20:12.000,-123.5650904,48.1467656,296774.94,131107.52,0.81
2018-Jul-25 23:20:13.000,-123.5650876,48.1467702,296775.17,131108.02,0.74
2018-Jul-25 23:20:15.000,-123.5650857,48.1467803,296775.35,131109.14,0.70
2018-Jul-25 23:20:17.000,-123.5650862,48.1467853,296775.33,131109.70,0.61
2018-Jul-25 23:20:18.000,-123.5650874,48.1467902,296775.26,131110.24,0.42
2018-Jul-25 23:20:19.000,-123.5650906,48.1467949,296775.04,131110.78,0.40
2018-Jul-25 23:20:20.000,-123.5650936,48.1467995,296774.84,131111.30,0.41
2018-Jul-25 23:20:21.000,-123.5650975,48.1468040,296774.57,131111.81,0.29
2018-Jul-25 23:20:22.000,-123.5651014,48.1468078,296774.29,131112.24,0.28
2018-Jul-25 23:20:23.000,-123.5651068,48.1468117,296773.91,131112.69,0.13
2018-Jul-25 23:20:24.000,-123.5651131,48.1468151,296773.45,131113.08,0.07
2018-Jul-25 23:20:25.000,-123.5651193,48.1468182,296773.00,131113.45,0.08
2018-Jul-25 23:20:27.000,-123.5651245,48.1468221,296772.63,131113.89,0.02
2018-Jul-25 23:20:27.000,-123.5651310,48.1468249,296772.16,131114.22,0.01
2018-Jul-25 23:20:28.000,-123.5651365,48.1468278,296771.76,131114.56,-0.03
2018-Jul-25 23:20:29.000,-123.5651433,48.1468309,296771.27,131114.91,-0.08
2018-Jul-25 23:20:30.000,-123.5651495,48.1468339,296770.82,131115.27,-0.02
2018-Jul-25 23:20:31.000,-123.5651568,48.1468372,296770.29,131115.66,-0.03
2018-Jul-25 23:20:31.000,-123.5651628,48.1468398,296769.85,131115.96,-0.04
2018-Jul-25 23:20:32.000,-123.5651685,48.1468429,296769.44,131116.32,0.08
2018-Jul-25 23:20:33.000,-123.5651752,48.1468465,296768.96,131116.73,0.03
2018-Jul-25 23:20:34.000,-123.5651824,48.1468501,296768.43,131117.16,-0.02
2018-Jul-25 23:20:34.000,-123.5651888,48.1468530,296767.97,131117.49,-0.08
2018-Jul-25 23:20:35.000,-123.5651951,48.1468557,296767.51,131117.81,0.02
2018-Jul-25 23:20:36.000,-123.5652010,48.1468580,296767.08,131118.08,0.02
2018-Jul-25 23:20:37.000,-123.5652072,48.1468601,296766.63,131118.34,-0.05
2018-Jul-25 23:20:38.000,-123.5652148,48.1468627,296766.08,131118.64,-0.05
2018-Jul-25 23:20:39.000,-123.5652225,48.1468643,296765.51,131118.84,0.05
2018-Jul-25 23:20:40.000,-123.5652298,48.1468657,296764.97,131119.01,0.03
2018-Jul-25 23:20:41.000,-123.5652369,48.1468669,296764.45,131119.17,0.10
2018-Jul-25 23:20:42.000,-123.5652439,48.1468680,296763.94,131119.31,0.09
2018-Jul-25 23:20:43.000,-123.5652506,48.1468689,296763.44,131119.42,0.19
2018-Jul-25 23:20:44.000,-123.5652581,48.1468697,296762.89,131119.53,0.18
2018-Jul-25 23:20:45.000,-123.5652653,48.1468703,296762.35,131119.62,0.22
2018-Jul-25 23:20:46.000,-123.5652722,48.1468708,296761.84,131119.69,0.18
2018-Jul-25 23:20:47.000,-123.5652790,48.1468711,296761.33,131119.74,0.24
2018-Jul-25 23:20:49.000,-123.5652860,48.1468717,296760.81,131119.83,0.30
2018-Jul-25 23:20:50.000,-123.5652930,48.1468724,296760.30,131119.92,0.31
2018-Jul-25 23:20:51.000,-123.5652997,48.1468728,296759.80,131119.98,0.34
2018-Jul-25 23:20:52.000,-123.5653073,48.1468729,296759.24,131120.02,0.36
2018-Jul-25 23:20:54.000,-123.5653144,48.1468724,296758.71,131119.98,0.40
2018-Jul-25 23:20:56.000,-123.5653283,48.1468701,296757.66,131119.77,0.31
2018-Jul-25 23:20:58.000,-123.5653355,48.1468686,296757.13,131119.61,0.33
2018-Jul-25 23:20:59.000,-123.5653413,48.1468662,296756.68,131119.36,0.34
2018-Jul-25 23:21:00.000,-123.5653468,48.1468618,296756.26,131118.89,0.37
2018-Jul-25 23:21:00.000,-123.5653532,48.1468579,296755.77,131118.47,0.38
2018-Jul-25 23:21:01.000,-123.5653591,48.1468555,296755.32,131118.22,0.36
2018-Jul-25 23:21:03.000,-123.5653642,48.1468523,296754.93,131117.89,0.22
2018-Jul-25 23:21:04.000,-123.5653691,48.1468487,296754.55,131117.49,0.17
2018-Jul-25 23:21:05.000,-123.5653749,48.1468455,296754.10,131117.15,0.19
2018-Jul-25 23:21:07.000,-123.5653786,48.1468416,296753.81,131116.73,0.14
2018-Jul-25 23:21:08.000,-123.5653827,48.1468372,296753.49,131116.25,0.14
2018-Jul-25 23:21:09.000,-123.5653891,48.1468349,296753.01,131116.01,0.19
2018-Jul-25 23:21:10.000,-123.5653963,48.1468325,296752.46,131115.77,0.14
2018-Jul-25 23:21:11.000,-123.5654009,48.1468292,296752.10,131115.41,0.10
2018-Jul-25 23:21:12.000,-123.5654073,48.1468262,296751.61,131115.10,0.16
2018-Jul-25 23:21:13.000,-123.5654136,48.1468245,296751.14,131114.92,0.18
2018-Jul-25 23:21:14.000,-123.5654211,48.1468232,296750.58,131114.80,0.19
2018-Jul-25 23:21:15.000,-123.5654274,48.1468203,296750.10,131114.49,0.17
2018-Jul-25 23:21:16.000,-123.5654338,48.1468164,296749.61,131114.08,0.23
2018-Jul-25 23:21:16.000,-123.5654396,48.1468134,296749.16,131113.76,0.26
2018-Jul-25 23:21:17.000,-123.5654473,48.1468118,296748.59,131113.60,0.20
2018-Jul-25 23:21:18.000,-123.5654537,48.1468099,296748.11,131113.41,0.18
2018-Jul-25 23:21:18.000,-123.5654605,48.1468070,296747.59,131113.10,0.13
2018-Jul-25 23:21:19.000,-123.5654670,48.1468044,296747.09,131112.83,0.28
2018-Jul-25 23:21:20.000,-123.5654736,48.1468030,296746.59,131112.69,0.21
2018-Jul-25 23:21:20.000,-123.5654820,48.1468017,296745.97,131112.57,0.22
2018-Jul-25 23:21:21.000,-123.5654890,48.1467993,296745.43,131112.32,0.20
2018-Jul-25 23:21:22.000,-123.5654960,48.1467966,296744.90,131112.04,0.31
2018-Jul-25 23:21:22.000,-123.5655030,48.1467946,296744.38,131111.83,0.33
2018-Jul-25 23:21:23.000,-123.5655097,48.1467930,296743.87,131111.68,0.27
2018-Jul-25 23:21:23.000,-123.5655162,48.1467914,296743.38,131111.51,0.28
2018-Jul-25 23:21:24.000,-123.5655228,48.1467896,296742.89,131111.33,0.34
2018-Jul-25 23:21:25.000,-123.5655291,48.1467879,296742.41,131111.16,0.36
2018-Jul-25 23:21:25.000,-123.5655355,48.1467862,296741.93,131110.99,0.32
2018-Jul-25 23:21:26.000,-123.5655418,48.1467845,296741.45,131110.82,0.31
2018-Jul-25 23:21:26.000,-123.5655482,48.1467828,296740.97,131110.65,0.39
2018-Jul-25 23:21:27.000,-123.5655565,48.1467806,296740.34,131110.42,0.38
2018-Jul-25 23:21:28.000,-123.5655648,48.1467783,296739.72,131110.18,0.31
2018-Jul-25 23:21:29.000,-123.5655729,48.1467761,296739.11,131109.96,0.34
2018-Jul-25 23:21:30.000,-123.5655808,48.1467740,296738.51,131109.75,0.39
2018-Jul-25 23:21:30.000,-123.5655885,48.1467719,296737.93,131109.54,0.42
2018-Jul-25 23:21:31.000,-123.5655961,48.1467699,296737.36,131109.34,0.34
2018-Jul-25 23:21:32.000,-123.5656036,48.1467679,296736.79,131109.14,0.37
2018-Jul-25 23:21:33.000,-123.5656110,48.1467660,296736.23,131108.94,0.47
2018-Jul-25 23:21:34.000,-123.5656257,48.1467620,296735.13,131108.54,0.38
2018-Jul-25 23:21:35.000,-123.5656338,48.1467597,296734.52,131108.31,0.36
2018-Jul-25 23:21:36.000,-123.5656405,48.1467577,296734.01,131108.09,0.41
2018-Jul-25 23:21:36.000,-123.5656469,48.1467555,296733.52,131107.87,0.41
2018-Jul-25 23:21:37.000,-123.5656530,48.1467534,296733.06,131107.65,0.34
2018-Jul-25 23:21:37.000,-123.5656588,48.1467511,296732.62,131107.41,0.34
2018-Jul-25 23:21:38.000,-123.5656661,48.1467480,296732.07,131107.09,0.40
2018-Jul-25 23:21:39.000,-123.5656728,48.1467451,296731.55,131106.79,0.41
2018-Jul-25 23:21:40.000,-123.5656797,48.1467434,296731.03,131106.62,0.35
2018-Jul-25 23:21:41.000,-123.5656866,48.1467414,296730.51,131106.41,0.40
2018-Jul-25 23:21:41.000,-123.5656933,48.1467388,296730.01,131106.13,0.45
2018-Jul-25 23:21:42.000,-123.5657003,48.1467376,296729.48,131106.02,0.45
2018-Jul-25 23:21:43.000,-123.5657072,48.1467356,296728.96,131105.82,0.38
2018-Jul-25 23:21:44.000,-123.5657136,48.1467331,296728.47,131105.55,0.35
2018-Jul-25 23:21:45.000,-123.5657214,48.1467315,296727.88,131105.40,0.38
2018-Jul-25 23:21:46.000,-123.5657291,48.1467288,296727.30,131105.12,0.33
2018-Jul-25 23:21:47.000,-123.5657348,48.1467259,296726.87,131104.81,0.34
2018-Jul-25 23:21:48.000,-123.5657410,48.1467224,296726.39,131104.44,0.34
2018-Jul-25 23:21:49.000,-123.5657476,48.1467208,296725.89,131104.28,0.32
2018-Jul-25 23:21:50.000,-123.5657548,48.1467189,296725.35,131104.08,0.31
2018-Jul-25 23:21:51.000,-123.5657615,48.1467169,296724.85,131103.88,0.34
2018-Jul-25 23:21:52.000,-123.5657686,48.1467150,296724.31,131103.70,0.28
2018-Jul-25 23:21:55.000,-123.5657755,48.1467145,296723.80,131103.65,0.28
2018-Jul-25 23:21:57.000,-123.5657817,48.1467113,296723.33,131103.32,0.26
2018-Jul-25 23:21:58.000,-123.5657870,48.1467085,296722.92,131103.02,0.23
2018-Jul-25 23:21:59.000,-123.5657890,48.1467040,296722.75,131102.52,0.22
2018-Jul-25 23:22:00.000,-123.5657942,48.1467010,296722.35,131102.21,0.28
2018-Jul-25 23:22:06.000,-123.5657987,48.1467052,296722.03,131102.69,0.26
2018-Jul-25 23:22:08.000,-123.5657907,48.1467069,296722.64,131102.85,0.29
2018-Jul-25 23:22:09.000,-123.5657834,48.1467091,296723.19,131103.08,0.29
2018-Jul-25 23:22:10.000,-123.5657762,48.1467112,296723.73,131103.29,0.23
2018-Jul-25 23:22:11.000,-123.5657699,48.1467131,296724.21,131103.49,0.26
2018-Jul-25 23:22:12.000,-123.5657622,48.1467148,296724.79,131103.65,0.28
2018-Jul-25 23:22:12.000,-123.5657555,48.1467175,296725.30,131103.94,0.28
2018-Jul-25 23:22:13.000,-123.5657490,48.1467195,296725.79,131104.14,0.33
2018-Jul-25 23:22:14.000,-123.5657426,48.1467227,296726.28,131104.48,0.33
2018-Jul-25 23:22:15.000,-123.5657362,48.1467258,296726.76,131104.81,0.31
2018-Jul-25 23:22:16.000,-123.5657304,48.1467290,296727.21,131105.15,0.29
2018-Jul-25 23:22:16.000,-123.5657254,48.1467330,296727.60,131105.58,0.34
2018-Jul-25 23:22:17.000,-123.5657210,48.1467370,296727.93,131106.01,0.38
2018-Jul-25 23:22:18.000,-123.5657175,48.1467414,296728.22,131106.49,0.38
2018-Jul-25 23:22:19.000,-123.5657144,48.1467461,296728.47,131107.00,0.32
2018-Jul-25 23:22:20.000,-123.5657125,48.1467513,296728.63,131107.58,0.39
2018-Jul-25 23:22:20.000,-123.5657123,48.1467572,296728.67,131108.23,0.33
2018-Jul-25 23:22:21.000,-123.5657128,48.1467629,296728.65,131108.87,0.26
2018-Jul-25 23:22:22.000,-123.5657140,48.1467688,296728.58,131109.53,0.26
2018-Jul-25 23:22:23.000,-123.5657164,48.1467736,296728.43,131110.06,0.22
2018-Jul-25 23:22:24.000,-123.5657208,48.1467828,296728.14,131111.10,0.35
2018-Jul-25 23:22:24.000,-123.5657237,48.1467872,296727.93,131111.60,0.34
2018-Jul-25 23:22:25.000,-123.5657268,48.1467921,296727.72,131112.15,0.25
2018-Jul-25 23:22:26.000,-123.5657353,48.1468014,296727.13,131113.21,0.30
2018-Jul-25 23:22:27.000,-123.5657400,48.1468059,296726.79,131113.72,0.21
2018-Jul-25 23:22:27.000,-123.5657448,48.1468106,296726.46,131114.25,0.14
2018-Jul-25 23:22:28.000,-123.5657510,48.1468149,296726.01,131114.75,0.32
2018-Jul-25 23:22:29.000,-123.5657578,48.1468187,296725.53,131115.18,0.27
2018-Jul-25 23:22:29.000,-123.5657644,48.1468217,296725.05,131115.53,0.33
2018-Jul-25 23:22:30.000,-123.5657704,48.1468241,296724.61,131115.82,0.30
2018-Jul-25 23:22:31.000,-123.5657770,48.1468270,296724.13,131116.15,0.32
2018-Jul-25 23:22:31.000,-123.5657824,48.1468299,296723.74,131116.50,0.44
2018-Jul-25 23:22:32.000,-123.5657881,48.1468340,296723.33,131116.97,0.46
2018-Jul-25 23:22:33.000,-123.5657932,48.1468385,296722.97,131117.47,0.40
2018-Jul-25 23:22:34.000,-123.5657977,48.1468430,296722.65,131117.99,0.47
2018-Jul-25 23:22:35.000,-123.5658012,48.1468479,296722.41,131118.55,0.49
2018-Jul-25 23:22:36.000,-123.5658022,48.1468531,296722.35,131119.13,0.49
2018-Jul-25 23:22:38.000,-123.5658050,48.1468574,296722.16,131119.61,0.60
2018-Jul-25 23:22:39.000,-123.5658106,48.1468609,296721.77,131120.02,0.59
2018-Jul-25 23:22:40.000,-123.5658159,48.1468648,296721.39,131120.46,0.75
2018-Jul-25 23:22:41.000,-123.5658202,48.1468687,296721.08,131120.91,0.82
2018-Jul-25 23:22:42.000,-123.5658244,48.1468734,296720.78,131121.44,0.93
2018-Jul-25 23:22:43.000,-123.5658276,48.1468782,296720.57,131121.98,0.96
2018-Jul-25 23:22:43.000,-123.5658302,48.1468827,296720.39,131122.48,0.97
2018-Jul-25 23:22:45.000,-123.5658331,48.1468871,296720.19,131122.98,0.93
2018-Jul-25 23:22:46.000,-123.5658398,48.1468895,296719.71,131123.27,0.90
2018-Jul-25 23:22:47.000,-123.5658468,48.1468910,296719.19,131123.45,0.98
2018-Jul-25 23:22:48.000,-123.5658513,48.1468950,296718.87,131123.91,0.98
2018-Jul-25 23:22:49.000,-123.5658566,48.1468981,296718.49,131124.27,0.96
2018-Jul-25 23:22:53.000,-123.5658603,48.1468942,296718.20,131123.85,0.99
2018-Jul-25 23:22:54.000,-123.5658600,48.1468895,296718.21,131123.33,1.05
2018-Jul-25 23:22:55.000,-123.5658586,48.1468843,296718.29,131122.74,0.99
2018-Jul-25 23:22:56.000,-123.5658610,48.1468792,296718.09,131122.18,0.85
2018-Jul-25 23:22:57.000,-123.5658634,48.1468741,296717.89,131121.62,0.86
2018-Jul-25 23:22:58.000,-123.5658647,48.1468692,296717.77,131121.08,0.84
2018-Jul-25 23:22:59.000,-123.5658663,48.1468641,296717.63,131120.52,0.84
2018-Jul-25 23:22:59.000,-123.5658664,48.1468595,296717.61,131120.01,0.86
2018-Jul-25 23:23:00.000,-123.5658703,48.1468549,296717.30,131119.51,0.79
2018-Jul-25 23:23:01.000,-123.5658711,48.1468497,296717.22,131118.93,0.78
2018-Jul-25 23:23:01.000,-123.5658734,48.1468450,296717.03,131118.42,0.58
2018-Jul-25 23:23:02.000,-123.5658738,48.1468393,296716.98,131117.78,0.60
2018-Jul-25 23:23:02.000,-123.5658764,48.1468346,296716.76,131117.27,0.49
2018-Jul-25 23:23:03.000,-123.5658784,48.1468291,296716.60,131116.66,0.39
2018-Jul-25 23:23:04.000,-123.5658802,48.1468237,296716.44,131116.06,0.46
2018-Jul-25 23:23:04.000,-123.5658824,48.1468182,296716.26,131115.46,0.28
2018-Jul-25 23:23:05.000,-123.5658837,48.1468122,296716.14,131114.80,0.24
2018-Jul-25 23:23:06.000,-123.5658905,48.1468025,296715.59,131113.74,0.20
2018-Jul-25 23:23:07.000,-123.5658923,48.1467964,296715.43,131113.07,0.22
2018-Jul-25 23:23:07.000,-123.5658945,48.1467906,296715.24,131112.43,0.22
2018-Jul-25 23:23:08.000,-123.5658956,48.1467845,296715.14,131111.75,0.20
2018-Jul-25 23:23:08.000,-123.5658984,48.1467790,296714.91,131111.14,0.25
2018-Jul-25 23:23:10.000,-123.5659033,48.1467672,296714.50,131109.84,0.31
2018-Jul-25 23:23:10.000,-123.5659050,48.1467611,296714.35,131109.17,0.22
2018-Jul-25 23:23:11.000,-123.5659055,48.1467552,296714.29,131108.52,0.30
2018-Jul-25 23:23:11.000,-123.5659079,48.1467495,296714.09,131107.90,0.24
2018-Jul-25 23:23:12.000,-123.5659099,48.1467441,296713.92,131107.29,0.17
2018-Jul-25 23:23:13.000,-123.5659131,48.1467388,296713.66,131106.71,0.14
2018-Jul-25 23:23:13.000,-123.5659148,48.1467330,296713.51,131106.08,0.15
2018-Jul-25 23:23:14.000,-123.5659161,48.1467275,296713.39,131105.47,0.27
2018-Jul-25 23:23:14.000,-123.5659143,48.1467218,296713.51,131104.84,0.17
2018-Jul-25 23:23:15.000,-123.5659128,48.1467169,296713.59,131104.29,0.16
2018-Jul-25 23:23:16.000,-123.5659118,48.1467120,296713.65,131103.74,0.16
2018-Jul-25 23:23:17.000,-123.5659105,48.1467024,296713.71,131102.67,0.13
2018-Jul-25 23:23:18.000,-123.5659068,48.1466971,296713.96,131102.06,0.14
2018-Jul-25 23:23:19.000,-123.5659022,48.1466869,296714.27,131100.92,0.10
2018-Jul-25 23:23:20.000,-123.5658977,48.1466833,296714.59,131100.51,0.17
2018-Jul-25 23:23:20.000,-123.5658927,48.1466785,296714.94,131099.96,0.17
2018-Jul-25 23:23:21.000,-123.5658875,48.1466752,296715.31,131099.59,0.17
2018-Jul-25 23:23:22.000,-123.5658807,48.1466713,296715.80,131099.13,0.22
2018-Jul-25 23:23:22.000,-123.5658748,48.1466686,296716.23,131098.81,0.22
2018-Jul-25 23:23:23.000,-123.5658670,48.1466657,296716.80,131098.48,0.33
2018-Jul-25 23:23:24.000,-123.5658610,48.1466633,296717.24,131098.19,0.24
2018-Jul-25 23:23:24.000,-123.5658539,48.1466625,296717.76,131098.08,0.26
2018-Jul-25 23:23:25.000,-123.5658475,48.1466604,296718.23,131097.83,0.25
2018-Jul-25 23:23:26.000,-123.5658403,48.1466601,296718.76,131097.79,0.33
2018-Jul-25 23:23:26.000,-123.5658336,48.1466595,296719.26,131097.70,0.34
2018-Jul-25 23:23:27.000,-123.5658268,48.1466585,296719.76,131097.57,0.34
2018-Jul-25 23:23:27.000,-123.5658196,48.1466592,296720.30,131097.63,0.38
2018-Jul-25 23:23:28.000,-123.5658127,48.1466591,296720.81,131097.60,0.35
2018-Jul-25 23:23:29.000,-123.5658060,48.1466600,296721.31,131097.68,0.38
2018-Jul-25 23:23:29.000,-123.5657977,48.1466616,296721.93,131097.84,0.39
2018-Jul-25 23:23:30.000,-123.5657896,48.1466633,296722.55,131098.00,0.45
2018-Jul-25 23:23:31.000,-123.5657822,48.1466652,296723.11,131098.20,0.43
2018-Jul-25 23:23:32.000,-123.5657752,48.1466678,296723.64,131098.47,0.40
2018-Jul-25 23:23:33.000,-123.5657689,48.1466708,296724.12,131098.78,0.42
2018-Jul-25 23:23:33.000,-123.5657647,48.1466747,296724.44,131099.20,0.42
2018-Jul-25 23:23:35.000,-123.5657622,48.1466794,296724.65,131099.72,0.38
2018-Jul-25 23:23:36.000,-123.5657569,48.1466826,296725.05,131100.06,0.37
2018-Jul-25 23:23:37.000,-123.5657522,48.1466860,296725.42,131100.42,0.36
2018-Jul-25 23:23:39.000,-123.5657468,48.1466891,296725.83,131100.76,0.37
2018-Jul-25 23:23:41.000,-123.5657453,48.1466942,296725.96,131101.32,0.36
2018-Jul-25 23:23:42.000,-123.5657434,48.1466991,296726.12,131101.86,0.38
2018-Jul-25 23:23:43.000,-123.5657468,48.1467032,296725.88,131102.33,0.33
2018-Jul-25 23:23:45.000,-123.5657485,48.1467083,296725.78,131102.89,0.31
2018-Jul-25 23:23:46.000,-123.5657518,48.1467127,296725.55,131103.40,0.31
2018-Jul-25 23:23:48.000,-123.5657580,48.1467213,296725.12,131104.36,0.32
2018-Jul-25 23:23:50.000,-123.5657628,48.1467251,296724.78,131104.80,0.34
2018-Jul-25 23:23:51.000,-123.5657665,48.1467294,296724.52,131105.29,0.32
2018-Jul-25 23:23:52.000,-123.5657710,48.1467334,296724.21,131105.75,0.35
2018-Jul-25 23:23:53.000,-123.5657762,48.1467371,296723.83,131106.17,0.35
2018-Jul-25 23:23:54.000,-123.5657819,48.1467404,296723.42,131106.55,0.35
2018-Jul-25 23:23:56.000,-123.5657868,48.1467436,296723.07,131106.92,0.35
2018-Jul-25 23:23:57.000,-123.5657909,48.1467476,296722.78,131107.37,0.34
2018-Jul-25 23:23:58.000,-123.5657979,48.1467499,296722.27,131107.65,0.29
2018-Jul-25 23:23:59.000,-123.5658051,48.1467517,296721.74,131107.87,0.36
2018-Jul-25 23:24:00.000,-123.5658116,48.1467541,296721.27,131108.15,0.35
2018-Jul-25 23:24:02.000,-123.5658177,48.1467570,296720.82,131108.49,0.28
2018-Jul-25 23:24:03.000,-123.5658242,48.1467599,296720.35,131108.82,0.29
2018-Jul-25 23:24:05.000,-123.5658306,48.1467621,296719.89,131109.09,0.24
2018-Jul-25 23:24:06.000,-123.5658375,48.1467633,296719.38,131109.24,0.27
2018-Jul-25 23:24:07.000,-123.5658441,48.1467644,296718.89,131109.38,0.21
2018-Jul-25 23:24:09.000,-123.5658505,48.1467659,296718.42,131109.56,0.23
2018-Jul-25 23:24:10.000,-123.5658571,48.1467668,296717.93,131109.67,0.21
2018-Jul-25 23:24:12.000,-123.5658644,48.1467688,296717.40,131109.92,0.16
2018-Jul-25 23:24:13.000,-123.5658718,48.1467687,296716.85,131109.93,0.25
