datetime_utc,longitude,latitude,easting_m,northing_m,ortho_ht_m
2018-Jul-25 22:50:28.000,-123.5622730,48.1452805,296978.60,130935.06,1.05
2018-Jul-25 22:50:29.000,-123.5622613,48.1452861,296979.49,130935.66,1.04
2018-Jul-25 22:50:30.000,-123.5622548,48.1452887,296979.98,130935.93,1.05
2018-Jul-25 22:50:32.000,-123.5622485,48.1452911,296980.46,130936.18,1.00
2018-Jul-25 22:50:33.000,-123.5622408,48.1452906,296981.04,130936.11,0.95
2018-Jul-25 22:50:35.000,-123.5622342,48.1452881,296981.51,130935.80,0.95
2018-Jul-25 22:50:36.000,-123.5622286,48.1452855,296981.92,130935.50,0.91
2018-Jul-25 22:50:36.000,-123.5622229,48.1452827,296982.33,130935.18,0.95
2018-Jul-25 22:50:37.000,-123.5622172,48.1452802,296982.74,130934.88,0.86
2018-Jul-25 22:50:39.000,-123.5622118,48.1452767,296983.13,130934.48,0.80
2018-Jul-25 22:50:40.000,-123.5622066,48.1452737,296983.51,130934.14,0.82
2018-Jul-25 22:50:41.000,-123.5622025,48.1452700,296983.80,130933.72,0.90
2018-Jul-25 22:50:42.000,-123.5621975,48.1452658,296984.16,130933.23,0.90
2018-Jul-25 22:50:43.000,-123.5621926,48.1452618,296984.50,130932.77,0.82
2018-Jul-25 22:50:43.000,-123.5621869,48.1452580,296984.91,130932.33,0.84
2018-Jul-25 22:50:44.000,-123.5621834,48.1452534,296985.15,130931.81,0.81
2018-Jul-25 22:50:45.000,-123.5621788,48.1452498,296985.48,130931.40,0.83
2018-Jul-25 22:50:46.000,-123.5621749,48.1452448,296985.75,130930.84,0.79
2018-Jul-25 22:50:47.000,-123.5621737,48.1452402,296985.83,130930.33,0.85
2018-Jul-25 22:50:48.000,-123.5621697,48.1452363,296986.10,130929.88,0.86
2018-Jul-25 22:50:49.000,-123.5621675,48.1452307,296986.25,130929.26,0.89
2018-Jul-25 22:50:49.000,-123.5621641,48.1452263,296986.48,130928.75,0.91
2018-Jul-25 22:50:50.000,-123.5621616,48.1452208,296986.65,130928.13,0.86
2018-Jul-25 22:50:51.000,-123.5621606,48.1452152,296986.70,130927.52,0.88
2018-Jul-25 22:50:52.000,-123.5621576,48.1452110,296986.91,130927.04,0.87
2018-Jul-25 22:50:53.000,-123.5621561,48.1452057,296987.00,130926.45,0.83
2018-Jul-25 22:50:54.000,-123.5621528,48.1452009,296987.22,130925.90,0.86
2018-Jul-25 22:50:55.000,-123.5621507,48.1451962,296987.36,130925.37,0.89
2018-Jul-25 22:50:56.000,-123.5621483,48.1451914,296987.52,130924.83,0.79
2018-Jul-25 22:50:56.000,-123.5621449,48.1451870,296987.75,130924.34,0.86
2018-Jul-25 22:50:57.000,-123.5621438,48.1451818,296987.82,130923.76,0.97
2018-Jul-25 22:50:58.000,-123.5621397,48.1451778,296988.11,130923.30,0.93
2018-Jul-25 22:50:58.000,-123.5621372,48.1451730,296988.27,130922.76,0.87
2018-Jul-25 22:50:59.000,-123.5621329,48.1451690,296988.58,130922.31,0.83
2018-Jul-25 22:51:00.000,-123.5621332,48.1451636,296988.53,130921.71,0.72
2018-Jul-25 22:51:01.000,-123.5621328,48.1451590,296988.55,130921.20,0.63
2018-Jul-25 22:51:02.000,-123.5621314,48.1451543,296988.63,130920.67,0.69
2018-Jul-25 22:51:02.000,-123.5621320,48.1451497,296988.57,130920.16,0.66
2018-Jul-25 22:51:03.000,-123.5621324,48.1451440,296988.52,130919.53,0.77
2018-Jul-25 22:51:04.000,-123.5621340,48.1451389,296988.38,130918.97,0.74
2018-Jul-25 22:51:04.000,-123.5621344,48.1451341,296988.33,130918.44,0.84
2018-Jul-25 22:51:05.000,-123.5621358,48.1451292,296988.21,130917.89,0.83
2018-Jul-25 22:51:06.000,-123.5621354,48.1451237,296988.21,130917.28,0.82
2018-Jul-25 22:51:13.000,-123.5621318,48.1450870,296988.33,130913.19,0.87
2018-Jul-25 22:51:14.000,-123.5621317,48.1450815,296988.32,130912.58,0.87
2018-Jul-25 22:51:15.000,-123.5621336,48.1450768,296988.16,130912.07,0.84
2018-Jul-25 22:51:16.000,-123.5621361,48.1450726,296987.96,130911.61,0.88
2018-Jul-25 22:51:19.000,-123.5621308,48.1450756,296988.36,130911.93,0.88
2018-Jul-25 22:51:28.000,-123.5621324,48.1450802,296988.26,130912.44,0.84
2018-Jul-25 22:51:30.000,-123.5621322,48.1450849,296988.30,130912.96,0.89
2018-Jul-25 22:51:33.000,-123.5621361,48.1450894,296988.03,130913.47,0.89
2018-Jul-25 22:51:35.000,-123.5621429,48.1450980,296987.55,130914.45,0.86
2018-Jul-25 22:51:37.000,-123.5621455,48.1451024,296987.38,130914.95,0.92
2018-Jul-25 22:51:42.000,-123.5621556,48.1451158,296986.68,130916.46,0.88
2018-Jul-25 22:51:43.000,-123.5621600,48.1451196,296986.37,130916.89,0.90
2018-Jul-25 22:51:45.000,-123.5621586,48.1451241,296986.49,130917.39,0.92
2018-Jul-25 22:51:47.000,-123.5621585,48.1451287,296986.51,130917.90,0.89
2018-Jul-25 22:51:49.000,-123.5621614,48.1451330,296986.31,130918.38,0.90
2018-Jul-25 22:51:52.000,-123.5621696,48.1451412,296985.73,130919.32,0.91
2018-Jul-25 22:51:54.000,-123.5621741,48.1451453,296985.42,130919.79,0.90
2018-Jul-25 22:51:57.000,-123.5621820,48.1451558,296984.87,130920.97,1.00
2018-Jul-25 22:51:58.000,-123.5621832,48.1451611,296984.80,130921.57,1.04
2018-Jul-25 22:51:59.000,-123.5621852,48.1451660,296984.67,130922.11,1.09
2018-Jul-25 22:52:00.000,-123.5621875,48.1451760,296984.54,130923.23,0.98
2018-Jul-25 22:52:01.000,-123.5621890,48.1451812,296984.45,130923.82,0.92
2018-Jul-25 22:52:02.000,-123.5621892,48.1451866,296984.46,130924.41,0.93
2018-Jul-25 22:52:03.000,-123.5621889,48.1451925,296984.51,130925.06,0.98
2018-Jul-25 22:52:03.000,-123.5621889,48.1451979,296984.53,130925.67,0.93
2018-Jul-25 22:52:04.000,-123.5621893,48.1452029,296984.52,130926.22,0.94
2018-Jul-25 22:52:04.000,-123.5621894,48.1452080,296984.53,130926.79,0.95
2018-Jul-25 22:52:05.000,-123.5621889,48.1452125,296984.59,130927.29,0.92
2018-Jul-25 22:52:06.000,-123.5621889,48.1452184,296984.60,130927.94,0.89
2018-Jul-25 22:52:07.000,-123.5621895,48.1452239,296984.58,130928.56,1.03
2018-Jul-25 22:52:07.000,-123.5621895,48.1452296,296984.61,130929.19,1.11
2018-Jul-25 22:52:08.000,-123.5621897,48.1452349,296984.61,130929.77,1.04
2018-Jul-25 22:52:09.000,-123.5621899,48.1452394,296984.62,130930.28,1.04
2018-Jul-25 22:52:10.000,-123.5621900,48.1452445,296984.63,130930.85,0.95
2018-Jul-25 22:52:10.000,-123.5621909,48.1452490,296984.58,130931.35,0.97
2018-Jul-25 22:52:11.000,-123.5621924,48.1452541,296984.49,130931.92,0.91
2018-Jul-25 22:52:12.000,-123.5621941,48.1452588,296984.38,130932.45,0.90
2018-Jul-25 22:52:13.000,-123.5621961,48.1452641,296984.25,130933.04,0.91
2018-Jul-25 22:52:14.000,-123.5621979,48.1452693,296984.14,130933.62,0.89
2018-Jul-25 22:52:15.000,-123.5622002,48.1452738,296983.98,130934.13,0.84
2018-Jul-25 22:52:16.000,-123.5622029,48.1452787,296983.80,130934.69,0.89
2018-Jul-25 22:52:17.000,-123.5622054,48.1452833,296983.64,130935.20,0.86
2018-Jul-25 22:52:18.000,-123.5622066,48.1452878,296983.57,130935.71,0.81
2018-Jul-25 22:52:19.000,-123.5622111,48.1452913,296983.24,130936.10,0.89
2018-Jul-25 22:52:20.000,-123.5622149,48.1452957,296982.98,130936.60,0.71
2018-Jul-25 22:52:24.000,-123.5622244,48.1453099,296982.33,130938.21,0.73
2018-Jul-25 22:52:25.000,-123.5622280,48.1453146,296982.08,130938.74,0.77
2018-Jul-25 22:52:26.000,-123.5622319,48.1453190,296981.80,130939.23,0.79
2018-Jul-25 22:52:27.000,-123.5622358,48.1453236,296981.53,130939.76,0.78
2018-Jul-25 22:52:28.000,-123.5622394,48.1453282,296981.28,130940.28,0.73
2018-Jul-25 22:52:29.000,-123.5622434,48.1453328,296981.01,130940.80,0.70
2018-Jul-25 22:52:30.000,-123.5622471,48.1453378,296980.75,130941.36,0.68
2018-Jul-25 22:52:31.000,-123.5622503,48.1453420,296980.53,130941.84,0.72
2018-Jul-25 22:52:31.000,-123.5622509,48.1453468,296980.51,130942.38,0.71
2018-Jul-25 22:52:33.000,-123.5622530,48.1453521,296980.36,130942.97,0.67
2018-Jul-25 22:52:34.000,-123.5622514,48.1453576,296980.51,130943.57,0.62
2018-Jul-25 22:52:34.000,-123.5622496,48.1453622,296980.66,130944.08,0.47
2018-Jul-25 22:52:35.000,-123.5622491,48.1453672,296980.71,130944.64,0.48
2018-Jul-25 22:52:36.000,-123.5622490,48.1453725,296980.74,130945.22,0.46
2018-Jul-25 22:52:37.000,-123.5622480,48.1453773,296980.84,130945.76,0.41
2018-Jul-25 22:52:38.000,-123.5622483,48.1453826,296980.84,130946.34,0.36
2018-Jul-25 22:52:39.000,-123.5622500,48.1453871,296980.72,130946.85,0.43
2018-Jul-25 22:52:40.000,-123.5622522,48.1453924,296980.59,130947.44,0.28
2018-Jul-25 22:52:41.000,-123.5622529,48.1453971,296980.55,130947.98,0.20
2018-Jul-25 22:52:42.000,-123.5622556,48.1454016,296980.37,130948.48,0.46
2018-Jul-25 22:52:43.000,-123.5622574,48.1454069,296980.26,130949.07,0.50
2018-Jul-25 22:52:45.000,-123.5622605,48.1454165,296980.06,130950.15,0.51
2018-Jul-25 22:52:46.000,-123.5622620,48.1454210,296979.97,130950.65,0.51
2018-Jul-25 22:52:46.000,-123.5622637,48.1454256,296979.86,130951.16,0.53
2018-Jul-25 22:52:47.000,-123.5622650,48.1454302,296979.78,130951.68,0.63
2018-Jul-25 22:52:48.000,-123.5622660,48.1454348,296979.73,130952.20,0.61
2018-Jul-25 22:52:49.000,-123.5622675,48.1454395,296979.63,130952.72,0.61
2018-Jul-25 22:52:50.000,-123.5622683,48.1454447,296979.60,130953.30,0.61
2018-Jul-25 22:52:50.000,-123.5622691,48.1454498,296979.55,130953.86,0.65
2018-Jul-25 22:52:51.000,-123.5622694,48.1454551,296979.55,130954.46,0.57
2018-Jul-25 22:52:52.000,-123.5622706,48.1454597,296979.48,130954.98,0.71
2018-Jul-25 22:52:53.000,-123.5622713,48.1454647,296979.45,130955.52,0.70
2018-Jul-25 22:52:54.000,-123.5622724,48.1454694,296979.39,130956.06,0.71
2018-Jul-25 22:52:54.000,-123.5622731,48.1454741,296979.35,130956.58,0.70
2018-Jul-25 22:52:55.000,-123.5622746,48.1454785,296979.26,130957.07,0.70
2018-Jul-25 22:52:56.000,-123.5622763,48.1454833,296979.16,130957.61,0.73
2018-Jul-25 22:52:57.000,-123.5622781,48.1454877,296979.03,130958.10,0.74
2018-Jul-25 22:52:59.000,-123.5622816,48.1454920,296978.79,130958.59,0.67
2018-Jul-25 22:53:00.000,-123.5622851,48.1454960,296978.54,130959.05,0.65
2018-Jul-25 22:53:01.000,-123.5622899,48.1454997,296978.21,130959.47,0.64
2018-Jul-25 22:53:02.000,-123.5622936,48.1455044,296977.95,130960.00,0.64
2018-Jul-25 22:53:04.000,-123.5622978,48.1455085,296977.65,130960.47,0.69
2018-Jul-25 22:53:04.000,-123.5622938,48.1455128,296977.97,130960.93,0.69
2018-Jul-25 22:53:05.000,-123.5622911,48.1455178,296978.18,130961.48,0.68
2018-Jul-25 22:53:07.000,-123.5622887,48.1455227,296978.39,130962.02,0.67
2018-Jul-25 22:53:08.000,-123.5622877,48.1455277,296978.48,130962.57,0.65
2018-Jul-25 22:53:09.000,-123.5622869,48.1455324,296978.55,130963.09,0.66
2018-Jul-25 22:53:10.000,-123.5622867,48.1455380,296978.60,130963.71,0.68
2018-Jul-25 22:53:10.000,-123.5622879,48.1455434,296978.53,130964.32,0.64
2018-Jul-25 22:53:11.000,-123.5622907,48.1455483,296978.34,130964.87,0.66
2018-Jul-25 22:53:12.000,-123.5622942,48.1455524,296978.10,130965.34,0.74
2018-Jul-25 22:53:13.000,-123.5622979,48.1455563,296977.83,130965.78,0.74
2018-Jul-25 22:53:15.000,-123.5623032,48.1455652,296977.47,130966.78,0.76
2018-Jul-25 22:53:16.000,-123.5623060,48.1455700,296977.28,130967.32,0.78
2018-Jul-25 22:53:17.000,-123.5623085,48.1455747,296977.12,130967.85,0.82
2018-Jul-25 22:53:18.000,-123.5623115,48.1455792,296976.91,130968.36,0.73
2018-Jul-25 22:53:19.000,-123.5623145,48.1455836,296976.70,130968.85,0.64
2018-Jul-25 22:53:20.000,-123.5623176,48.1455880,296976.49,130969.35,0.61
2018-Jul-25 22:53:21.000,-123.5623204,48.1455921,296976.30,130969.81,0.67
2018-Jul-25 22:53:22.000,-123.5623235,48.1455969,296976.09,130970.35,0.56
2018-Jul-25 22:53:24.000,-123.5623249,48.1456021,296976.00,130970.94,0.54
2018-Jul-25 22:53:25.000,-123.5623262,48.1456068,296975.93,130971.46,0.71
2018-Jul-25 22:53:26.000,-123.5623293,48.1456115,296975.72,130971.99,0.68
2018-Jul-25 22:53:27.000,-123.5623332,48.1456159,296975.45,130972.50,0.70
2018-Jul-25 22:53:28.000,-123.5623367,48.1456205,296975.20,130973.01,0.63
2018-Jul-25 22:53:29.000,-123.5623401,48.1456250,296974.97,130973.53,0.67
2018-Jul-25 22:53:30.000,-123.5623430,48.1456300,296974.77,130974.08,0.72
2018-Jul-25 22:53:31.000,-123.5623441,48.1456352,296974.71,130974.66,0.73
2018-Jul-25 22:53:32.000,-123.5623465,48.1456402,296974.55,130975.23,0.74
2018-Jul-25 22:53:32.000,-123.5623491,48.1456444,296974.37,130975.70,0.77
2018-Jul-25 22:53:33.000,-123.5623527,48.1456486,296974.12,130976.18,0.79
2018-Jul-25 22:53:34.000,-123.5623557,48.1456530,296973.92,130976.68,0.78
2018-Jul-25 22:53:35.000,-123.5623587,48.1456572,296973.71,130977.16,0.85
2018-Jul-25 22:53:36.000,-123.5623619,48.1456616,296973.49,130977.65,0.74
2018-Jul-25 22:53:36.000,-123.5623648,48.1456659,296973.29,130978.13,0.78
2018-Jul-25 22:53:37.000,-123.5623675,48.1456704,296973.11,130978.64,0.77
2018-Jul-25 22:53:38.000,-123.5623705,48.1456746,296972.90,130979.11,0.78
2018-Jul-25 22:53:40.000,-123.5623769,48.1456841,296972.46,130980.18,0.79
2018-Jul-25 22:53:41.000,-123.5623800,48.1456891,296972.25,130980.75,0.81
2018-Jul-25 22:53:42.000,-123.5623831,48.1456941,296972.04,130981.31,0.80
2018-Jul-25 22:53:43.000,-123.5623857,48.1456990,296971.87,130981.87,0.79
2018-Jul-25 22:53:44.000,-123.5623880,48.1457040,296971.71,130982.43,0.81
2018-Jul-25 22:53:46.000,-123.5623927,48.1457136,296971.41,130983.51,0.85
2018-Jul-25 22:53:47.000,-123.5623951,48.1457185,296971.24,130984.05,0.84
2018-Jul-25 22:53:49.000,-123.5624003,48.1457281,296970.90,130985.13,0.80
2018-Jul-25 22:53:51.000,-123.5624054,48.1457373,296970.55,130986.17,0.74
2018-Jul-25 22:53:53.000,-123.5624099,48.1457468,296970.25,130987.25,0.75
2018-Jul-25 22:53:56.000,-123.5624194,48.1457599,296969.60,130988.72,0.84
2018-Jul-25 22:53:57.000,-123.5624231,48.1457643,296969.34,130989.23,0.86
2018-Jul-25 22:53:58.000,-123.5624274,48.1457689,296969.04,130989.74,0.81
2018-Jul-25 22:53:59.000,-123.5624294,48.1457741,296968.92,130990.32,0.90
2018-Jul-25 22:54:00.000,-123.5624314,48.1457791,296968.79,130990.88,0.87
2018-Jul-25 22:54:01.000,-123.5624341,48.1457833,296968.60,130991.37,0.81
2018-Jul-25 22:54:01.000,-123.5624373,48.1457873,296968.38,130991.82,0.90
2018-Jul-25 22:54:02.000,-123.5624395,48.1457917,296968.23,130992.31,0.91
2018-Jul-25 22:54:03.000,-123.5624422,48.1457959,296968.05,130992.78,0.89
2018-Jul-25 22:54:04.000,-123.5624451,48.1458001,296967.85,130993.26,0.93
2018-Jul-25 22:54:05.000,-123.5624477,48.1458044,296967.67,130993.74,0.92
2018-Jul-25 22:54:06.000,-123.5624513,48.1458094,296967.43,130994.31,0.91
2018-Jul-25 22:54:07.000,-123.5624547,48.1458144,296967.19,130994.88,0.95
2018-Jul-25 22:54:08.000,-123.5624574,48.1458196,296967.01,130995.46,0.92
2018-Jul-25 22:54:09.000,-123.5624586,48.1458249,296966.94,130996.05,0.93
2018-Jul-25 22:54:10.000,-123.5624614,48.1458303,296966.75,130996.65,0.89
2018-Jul-25 22:54:10.000,-123.5624645,48.1458346,296966.54,130997.14,0.90
2018-Jul-25 22:54:11.000,-123.5624697,48.1458384,296966.17,130997.58,0.93
2018-Jul-25 22:54:12.000,-123.5624734,48.1458425,296965.91,130998.04,0.97
2018-Jul-25 22:54:13.000,-123.5624753,48.1458472,296965.78,130998.57,0.93
2018-Jul-25 22:54:14.000,-123.5624786,48.1458518,296965.56,130999.09,0.88
2018-Jul-25 22:54:14.000,-123.5624831,48.1458560,296965.24,130999.57,0.89
2018-Jul-25 22:54:15.000,-123.5624868,48.1458604,296964.98,131000.06,0.88
2018-Jul-25 22:54:16.000,-123.5624901,48.1458649,296964.76,131000.58,0.97
2018-Jul-25 22:54:20.000,-123.5625039,48.1458857,296963.81,131002.92,0.78
2018-Jul-25 22:54:20.000,-123.5625073,48.1458899,296963.58,131003.40,0.77
2018-Jul-25 22:54:21.000,-123.5625105,48.1458946,296963.35,131003.93,0.77
2018-Jul-25 22:54:22.000,-123.5625145,48.1458986,296963.08,131004.38,0.88
2018-Jul-25 22:54:23.000,-123.5625176,48.1459028,296962.86,131004.86,0.79
2018-Jul-25 22:54:24.000,-123.5625208,48.1459071,296962.64,131005.35,0.75
2018-Jul-25 22:54:24.000,-123.5625247,48.1459115,296962.37,131005.85,0.71
2018-Jul-25 22:54:25.000,-123.5625292,48.1459155,296962.05,131006.31,0.83
2018-Jul-25 22:54:26.000,-123.5625353,48.1459193,296961.61,131006.74,0.84
2018-Jul-25 22:54:27.000,-123.5625410,48.1459232,296961.20,131007.19,0.89
2018-Jul-25 22:54:28.000,-123.5625458,48.1459267,296960.86,131007.59,0.75
2018-Jul-25 22:54:28.000,-123.5625508,48.1459300,296960.50,131007.97,0.75
2018-Jul-25 22:54:29.000,-123.5625573,48.1459337,296960.03,131008.40,0.78
2018-Jul-25 22:54:30.000,-123.5625630,48.1459374,296959.62,131008.82,0.73
2018-Jul-25 22:54:31.000,-123.5625678,48.1459412,296959.28,131009.26,0.79
2018-Jul-25 22:54:32.000,-123.5625725,48.1459450,296958.94,131009.69,0.79
2018-Jul-25 22:54:33.000,-123.5625767,48.1459490,296958.65,131010.15,0.82
2018-Jul-25 22:54:34.000,-123.5625810,48.1459530,296958.34,131010.60,0.86
2018-Jul-25 22:54:35.000,-123.5625848,48.1459573,296958.08,131011.09,0.86
2018-Jul-25 22:54:36.000,-123.5625890,48.1459616,296957.78,131011.58,0.82
2018-Jul-25 22:54:37.000,-123.5625928,48.1459661,296957.52,131012.10,0.82
2018-Jul-25 22:54:38.000,-123.5625958,48.1459712,296957.31,131012.67,0.75
2018-Jul-25 22:54:39.000,-123.5625998,48.1459760,296957.04,131013.21,0.75
2018-Jul-25 22:54:40.000,-123.5626038,48.1459806,296956.76,131013.74,0.82
2018-Jul-25 22:54:41.000,-123.5626072,48.1459850,296956.52,131014.23,0.82
2018-Jul-25 22:54:43.000,-123.5626133,48.1459892,296956.09,131014.71,0.82
2018-Jul-25 22:54:44.000,-123.5626183,48.1459928,296955.72,131015.12,0.87
2018-Jul-25 22:54:45.000,-123.5626259,48.1459921,296955.16,131015.07,0.94
2018-Jul-25 22:54:46.000,-123.5626331,48.1459925,296954.63,131015.13,1.00
2018-Jul-25 22:54:49.000,-123.5626398,48.1459905,296954.12,131014.93,0.91
2018-Jul-25 22:54:51.000,-123.5626434,48.1459865,296953.83,131014.49,0.90
2018-Jul-25 22:54:53.000,-123.5626429,48.1459815,296953.85,131013.93,0.94
2018-Jul-25 22:54:55.000,-123.5626417,48.1459762,296953.92,131013.34,0.91
2018-Jul-25 22:54:56.000,-123.5626418,48.1459715,296953.89,131012.82,1.00
2018-Jul-25 22:54:57.000,-123.5626389,48.1459672,296954.10,131012.34,0.95
2018-Jul-25 22:54:58.000,-123.5626369,48.1459623,296954.22,131011.78,0.94
2018-Jul-25 22:54:59.000,-123.5626369,48.1459577,296954.21,131011.28,0.90
2018-Jul-25 22:55:00.000,-123.5626358,48.1459528,296954.27,131010.73,0.95
2018-Jul-25 22:55:02.000,-123.5626371,48.1459419,296954.13,131009.52,0.98
2018-Jul-25 22:55:03.000,-123.5626359,48.1459370,296954.20,131008.97,1.02
2018-Jul-25 22:55:04.000,-123.5626317,48.1459326,296954.49,131008.48,1.01
2018-Jul-25 22:55:05.000,-123.5626295,48.1459281,296954.64,131007.97,1.00
2018-Jul-25 22:55:06.000,-123.5626264,48.1459237,296954.85,131007.47,1.01
2018-Jul-25 22:55:07.000,-123.5626210,48.1459198,296955.24,131007.02,0.98
2018-Jul-25 22:55:08.000,-123.5626168,48.1459160,296955.54,131006.58,1.00
2018-Jul-25 22:55:09.000,-123.5626107,48.1459131,296955.98,131006.25,0.98
2018-Jul-25 22:55:12.000,-123.5626045,48.1459044,296956.41,131005.27,0.99
2018-Jul-25 22:55:13.000,-123.5626009,48.1458993,296956.66,131004.69,0.99
2018-Jul-25 22:55:14.000,-123.5625975,48.1458942,296956.88,131004.11,0.97
2018-Jul-25 22:55:15.000,-123.5625959,48.1458896,296956.99,131003.60,1.00
2018-Jul-25 22:55:16.000,-123.5625915,48.1458854,296957.30,131003.12,1.02
2018-Jul-25 22:55:17.000,-123.5625898,48.1458809,296957.41,131002.62,1.00
2018-Jul-25 22:55:18.000,-123.5625880,48.1458760,296957.52,131002.07,0.97
2018-Jul-25 22:55:20.000,-123.5625823,48.1458672,296957.91,131001.07,0.94
2018-Jul-25 22:55:21.000,-123.5625801,48.1458623,296958.05,131000.52,1.00
2018-Jul-25 22:55:22.000,-123.5625779,48.1458576,296958.20,131000.00,0.97
2018-Jul-25 22:55:23.000,-123.5625745,48.1458530,296958.43,130999.48,1.02
2018-Jul-25 22:55:24.000,-123.5625729,48.1458484,296958.53,130998.96,1.02
2018-Jul-25 22:55:25.000,-123.5625719,48.1458439,296958.59,130998.46,0.94
2018-Jul-25 22:55:26.000,-123.5625686,48.1458393,296958.82,130997.94,0.93
2018-Jul-25 22:55:28.000,-123.5625660,48.1458346,296958.99,130997.40,0.99
2018-Jul-25 22:55:30.000,-123.5625619,48.1458252,296959.26,130996.35,1.01
2018-Jul-25 22:55:31.000,-123.5625601,48.1458206,296959.38,130995.84,0.99
2018-Jul-25 22:55:32.000,-123.5625584,48.1458158,296959.48,130995.30,1.01
2018-Jul-25 22:55:33.000,-123.5625565,48.1458109,296959.60,130994.75,0.91
2018-Jul-25 22:55:34.000,-123.5625549,48.1458064,296959.71,130994.25,0.94
2018-Jul-25 22:55:35.000,-123.5625518,48.1458017,296959.92,130993.71,0.95
2018-Jul-25 22:55:36.000,-123.5625486,48.1457975,296960.14,130993.24,0.99
2018-Jul-25 22:55:38.000,-123.5625423,48.1457881,296960.57,130992.18,1.00
2018-Jul-25 22:55:40.000,-123.5625398,48.1457831,296960.74,130991.62,1.00
2018-Jul-25 22:55:41.000,-123.5625395,48.1457784,296960.74,130991.09,1.02
2018-Jul-25 22:55:42.000,-123.5625387,48.1457731,296960.78,130990.50,1.02
2018-Jul-25 22:55:43.000,-123.5625373,48.1457685,296960.87,130989.99,0.95
2018-Jul-25 22:55:44.000,-123.5625358,48.1457633,296960.96,130989.41,0.91
2018-Jul-25 22:55:45.000,-123.5625344,48.1457586,296961.04,130988.88,0.94
2018-Jul-25 22:55:46.000,-123.5625324,48.1457538,296961.17,130988.35,1.02
2018-Jul-25 22:55:47.000,-123.5625288,48.1457494,296961.42,130987.84,1.09
2018-Jul-25 22:55:49.000,-123.5625248,48.1457407,296961.69,130986.87,1.04
2018-Jul-25 22:55:51.000,-123.5625223,48.1457363,296961.85,130986.37,1.03
2018-Jul-25 22:55:52.000,-123.5625196,48.1457308,296962.04,130985.76,1.03
2018-Jul-25 22:55:54.000,-123.5625144,48.1457219,296962.38,130984.74,1.00
2018-Jul-25 22:55:56.000,-123.5625120,48.1457165,296962.55,130984.15,1.00
2018-Jul-25 22:55:57.000,-123.5625090,48.1457119,296962.75,130983.63,0.96
2018-Jul-25 22:55:58.000,-123.5625052,48.1457077,296963.02,130983.15,0.93
2018-Jul-25 22:55:59.000,-123.5625015,48.1457036,296963.27,130982.68,1.04
2018-Jul-25 22:56:00.000,-123.5624970,48.1456996,296963.59,130982.22,1.07
2018-Jul-25 22:56:02.000,-123.5624935,48.1456953,296963.84,130981.74,0.96
2018-Jul-25 22:56:03.000,-123.5624895,48.1456905,296964.11,130981.20,0.97
2018-Jul-25 22:56:05.000,-123.5624865,48.1456865,296964.32,130980.74,0.97
2018-Jul-25 22:56:06.000,-123.5624829,48.1456821,296964.58,130980.25,0.97
2018-Jul-25 22:56:07.000,-123.5624801,48.1456780,296964.77,130979.78,0.93
2018-Jul-25 22:56:09.000,-123.5624727,48.1456693,296965.28,130978.79,0.98
2018-Jul-25 22:56:10.000,-123.5624696,48.1456650,296965.49,130978.31,0.97
2018-Jul-25 22:56:11.000,-123.5624666,48.1456604,296965.70,130977.79,0.98
2018-Jul-25 22:56:13.000,-123.5624636,48.1456559,296965.90,130977.28,0.99
2018-Jul-25 22:56:15.000,-123.5624577,48.1456468,296966.31,130976.26,0.98
