FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -4.00 phi bin,Wt. percent in -3.75 phi bin,Wt. percent in -3.50 phi bin,Wt. percent in -3.25 phi bin,Wt. percent in -3.00 phi bin,Wt. percent in -2.75 phi bin,Wt. percent in -2.50 phi bin,Wt. percent in -2.25 phi bin,Wt. percent in -2.00 phi bin,Wt. percent in -1.75 phi bin,Wt. percent in -1.50 phi bin,Wt. percent in -1.25 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median, Inman Mean, Inman Sorting, Inman Skew 16-84, Inman Skew 05-95, Inman Kurtosis,Moment 1 Mean,Moment 2 Variance,Moment 3 Skewness,Moment 4 Kurtosis,
W-04-12-PS,TW2_1,yes,8/30/2012,15:20:46,48.143364,-123.574933,grab, W0512PS_T_50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.28,0.57,0.92,1.50,2.31,2.63,2.22,1.92,3.00,6.14,10.94,15.80,17.32,14.39,8.96,4.08,1.45,0.62,0.46,0.38,0.29,0.23,0.19,0.17,0.17,0.19,0.21,0.22,0.22,0.22,0.21,0.19,0.17,0.16,0.14,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.09,0.06,0.04,0.02,0.00,0.00,0.00,0.00,94.49,4.14,1.37,5.51,0.94,1.45,2.03,2.35,2.78,3.16,3.36,3.56,4.21,2.78,2.72,0.83,-0.12,1.64,2.78,2.70,0.66,-0.12,-0.31,1.46,2.80,1.58,2.31,14.08, 
W-04-12-PS,TW2_2,yes,8/30/2012,15:16:53,48.142770,-123.574812,grab, W0512PS_T_51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,1.36,4.99,10.92,18.15,21.77,18.84,11.68,5.08,1.71,0.71,0.45,0.30,0.22,0.18,0.17,0.16,0.16,0.17,0.21,0.23,0.24,0.24,0.24,0.22,0.20,0.18,0.16,0.14,0.13,0.11,0.11,0.10,0.09,0.09,0.07,0.06,0.04,0.02,0.01,0.00,0.00,0.00,94.58,4.10,1.32,5.42,2.24,2.36,2.48,2.62,2.92,3.24,3.42,3.61,4.14,2.92,2.94,0.52,0.17,1.27,2.92,2.95,0.47,0.06,0.57,1.04,3.08,1.06,4.05,23.48, 
W-04-12-PS,TW2_3,yes,8/30/2012,15:12:00,48.142395,-123.573990,grab, W0512PS_T_52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.55,3.68,10.02,18.50,23.22,20.45,12.50,5.22,1.60,0.63,0.41,0.25,0.15,0.13,0.13,0.12,0.12,0.12,0.14,0.17,0.18,0.18,0.17,0.16,0.15,0.14,0.12,0.11,0.10,0.09,0.09,0.08,0.08,0.08,0.06,0.05,0.04,0.02,0.00,0.00,0.00,0.00,95.74,3.20,1.07,4.26,2.28,2.44,2.53,2.67,2.94,3.23,3.40,3.55,3.88,2.94,2.96,0.46,0.11,1.16,2.94,2.97,0.43,0.05,0.32,0.84,3.07,0.85,4.56,29.89, 
W-04-12-PS,TW2_4,yes,8/30/2012,15:08:19,48.142221,-123.573328,grab, W0512PS_T_53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,5.04,13.54,22.18,24.05,18.37,9.58,3.29,0.85,0.41,0.32,0.17,0.09,0.08,0.07,0.06,0.05,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.01,0.00,0.00,0.00,0.00,97.47,1.95,0.58,2.53,2.32,2.37,2.47,2.58,2.85,3.13,3.26,3.41,3.62,2.85,2.86,0.39,0.12,0.97,2.85,2.86,0.39,0.05,0.32,0.67,2.92,0.55,5.26,43.49, 
W-04-12-PS,TW3_1,yes,8/30/2012,15:29:51,48.146330,-123.570996,grab, W0512PS_T_54,20.76,66.71,7.57,0.00,0.00,2.63,0.00,1.25,0.00,0.19,0.55,0.18,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-3.99,-3.91,-3.81,-3.77,-3.67,-3.50,-3.91,-3.89,0.13,0.43,1.14,-3.91,-3.88,0.12,0.23,1.37,1.14,-3.81,0.12,4.63,27.11, 
W-04-12-PS,TW3_2,yes,8/30/2012,15:36:50,48.145757,-123.571203,grab, W0512PS_T_55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.23,0.71,1.45,1.89,1.87,2.12,3.70,7.04,11.58,15.72,16.54,13.45,8.29,3.86,1.53,0.81,0.67,0.56,0.47,0.41,0.39,0.37,0.38,0.42,0.46,0.48,0.48,0.47,0.45,0.41,0.37,0.33,0.29,0.26,0.23,0.21,0.19,0.18,0.16,0.15,0.13,0.10,0.07,0.04,0.01,0.00,0.00,0.00,90.05,7.61,2.34,9.95,1.34,1.88,2.16,2.40,2.81,3.23,3.48,3.99,6.51,2.81,2.82,1.11,0.23,2.55,2.81,2.82,0.66,0.02,1.69,2.92,3.04,2.14,2.47,10.88, 
W-04-12-PS,TW3_2_duplicate,yes,8/30/2012,15:36:50,48.145757,-123.571203,grab, W0512PS_T_56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.54,1.24,1.63,1.58,1.85,3.44,6.85,11.48,15.89,16.71,13.50,8.18,3.75,1.50,0.82,0.67,0.56,0.47,0.44,0.43,0.42,0.43,0.50,0.56,0.59,0.60,0.58,0.56,0.50,0.46,0.42,0.37,0.33,0.30,0.28,0.26,0.25,0.23,0.22,0.18,0.13,0.09,0.05,0.01,0.00,0.00,0.00,88.29,8.59,3.12,11.71,1.48,1.98,2.22,2.43,2.84,3.25,3.56,4.60,7.10,2.83,2.87,1.19,0.30,2.81,2.83,2.89,0.67,0.08,2.17,3.19,3.16,2.52,2.39,9.54, 
W-04-12-PS,TW3_3,yes,8/30/2012,15:39:35,48.145565,-123.570970,grab, W0512PS_T_57,99.82,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,-4.00,0.00,0.00,0.00,-4.00,-4.00,0.00,0.00,0.00,0.00,-4.00,0.00,23.44,550.49, 
W-04-12-PS,T06_4,no,8/28/2012,16:22:07,48.151140,-123.556625,grab,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
W-04-12-PS,T04_5,no,8/28/2012,17:04:38,48.149977,-123.560104,grab,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
W-04-12-PS,T00_5,no,8/28/2012,17:54:55,48.147262,-123.569065,grab,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
W-04-12-PS,TW3_4,no,8/30/2012,15:44:51,48.145283,-123.570310,grab,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
