FACS/FAN I.D.,Sample ID,Sample Recovered,Date Collected,Time (GMT),Latitude (deg. N),Longitude (deg. E),Sample Type,Lab ID,Wt. percent in -2.00 phi bin,Wt. percent in -1.00 phi bin,Wt. percent in -0.75 phi bin,Wt. percent in -0.50 phi bin,Wt. percent in -0.25 phi bin,Wt. percent in 0.00 phi bin,Wt. percent in 0.25 phi bin,Wt. percent in 0.50 phi bin,Wt. percent in 0.75 phi bin,Wt. percent in 1.00 phi bin,Wt. percent in 1.25 phi bin,Wt. percent in 1.50 phi bin,Wt. percent in 1.75 phi bin,Wt. percent in 2.00 phi bin,Wt. percent in 2.25 phi bin,Wt. percent in 2.50 phi bin,Wt. percent in 2.75 phi bin,Wt. percent in 3.00 phi bin,Wt. percent in 3.25 phi bin,Wt. percent in 3.50 phi bin,Wt. percent in 3.75 phi bin,Wt. percent in 4.00 phi bin,Wt. percent in 4.25 phi bin,Wt. percent in 4.50 phi bin,Wt. percent in 4.75 phi bin,Wt. percent in 5.00 phi bin,Wt. percent in 5.25 phi bin,Wt. percent in 5.50 phi bin,Wt. percent in 5.75 phi bin,Wt. percent in 6.00 phi bin,Wt. percent in 6.25 phi bin,Wt. percent in 6.50 phi bin,Wt. percent in 6.75 phi bin,Wt. percent in 7.00 phi bin,Wt. percent in 7.25 phi bin,Wt. percent in 7.50 phi bin,Wt. percent in 7.75 phi bin,Wt. percent in 8.00 phi bin,Wt. percent in 8.25 phi bin,Wt. percent in 8.50 phi bin,Wt. percent in 8.75 phi bin,Wt. percent in 9.00 phi bin,Wt. percent in 9.25 phi bin,Wt. percent in 9.50 phi bin,Wt. percent in 9.75 phi bin,Wt. percent in 10.00 phi bin,Wt. percent in 10.25 phi bin,Wt. percent in 10.50 phi bin,Wt. percent in 10.75 phi bin,Wt. percent in 11.00 phi bin,Wt. percent in 11.25 phi bin,Wt. percent in 11.50 phi bin,Wt. percent in 12.00 phi bin,Wt. percent in 13.00 phi bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, F-W Median, F-W Mean, F-W Sorting, F-W Skewness, F-W Kurtosis, Inman Median Phi, Inman Mean Phi, Inman Sorting Phi, Inman Skew 16-84 Phi, Inman Skew 05-95 Phi, Inman Kurtosis Phi,Moment 1,Moment 2,Moment 3,Moment 4,
2016-608-FA,T3-5,Yes,2/17/2016,16:14:49,48.149193,-123.561846,Surface, 16-608FA_01,0,0.24,0,0.11,1.15,3.1,5.41,7.58,9.58,11.29,11.78,11.29,10.13,8.68,6.79,4.66,2.7,1.37,0.64,0.31,0.16,0.09,0.06,0.05,0.06,0.06,0.07,0.08,0.09,0.11,0.14,0.17,0.19,0.2,0.2,0.19,0.18,0.16,0.14,0.12,0.1,0.09,0.09,0.09,0.08,0.07,0.06,0.04,0.03,0.02,0.01,0,0,0,0.24,96.82,2,0.94,2.94,0.02,0.25,0.46,0.7,1.25,1.85,2.13,2.4,2.84,1.25,1.28,0.85,0.10,1.01,1.25,1.29,0.84,0.06,0.22,0.68,1.42,1.72,3.17,18,
2016-608-FA,T3-5 duplicate,Yes,2/17/2016,16:14:49,48.149193,-123.561846,Surface, 16-608FA_28,0,0.24,0,0.04,0.6,1.81,3.8,5.55,7.57,9.88,11.43,11.91,11.62,10.46,8.34,5.91,3.61,1.91,0.91,0.43,0.22,0.13,0.08,0.05,0.05,0.06,0.08,0.09,0.1,0.13,0.17,0.21,0.24,0.25,0.25,0.25,0.22,0.2,0.17,0.15,0.13,0.12,0.11,0.11,0.11,0.09,0.07,0.05,0.04,0.03,0.01,0,0,0,0.24,96.12,2.45,1.2,3.65,0.18,0.42,0.64,0.9,1.44,2,2.28,2.56,3.09,1.44,1.46,0.85,0.08,1.08,1.44,1.46,0.82,0.02,0.23,0.77,1.62,1.91,3.09,16.37,
2016-608-FA,T3-4,Yes,2/17/2016,16:18:36,48.149828,-123.562426,Surface, 16-608FA_02,0,0,0,0,0,0.15,0.62,1.16,1.85,2.82,3.61,4.08,4.24,4.11,3.52,2.59,1.66,1.04,0.72,0.59,0.59,0.7,0.99,1.61,2.37,3.06,3.56,3.9,4.16,4.35,4.49,4.44,4.24,3.92,3.52,3.13,2.67,2.31,1.98,1.65,1.44,1.27,1.14,1.06,1,0.9,0.86,0.71,0.57,0.39,0.22,0.05,0,0,0,34.08,52.7,13.22,65.92,0.87,1.24,1.6,2.17,5.53,6.99,7.7,8.44,9.43,5.53,4.95,2.82,-0.19,0.73,5.53,4.65,3.05,-0.29,-0.12,0.4,5.03,7.51,-0.07,1.99,
2016-608-FA,T3-3,Yes,2/17/2016,16:21:33,48.150303,-123.562777,Surface, 16-608FA_03,0.49,5.89,0.78,1.29,2.22,3.39,4.4,4.92,5.15,5.4,5.57,5.92,6.87,8.19,9.07,8.66,6.96,4.66,2.64,1.32,0.64,0.33,0.18,0.14,0.14,0.15,0.16,0.17,0.18,0.21,0.25,0.29,0.32,0.33,0.32,0.31,0.28,0.25,0.22,0.19,0.17,0.16,0.15,0.14,0.13,0.11,0.1,0.07,0.06,0.04,0.02,0.01,0,0,6.38,88.37,3.67,1.58,5.25,-0.82,-0.31,0.12,0.58,1.67,2.41,2.71,3.02,4.37,1.67,1.50,1.43,-0.08,1.16,1.67,1.41,1.29,-0.2,0.08,1.01,1.66,3.21,1.57,8.08,
2016-608-FA,T3-2,Yes,2/17/2016,16:24:11,48.150766,-123.56318,Surface, 16-608FA_04,0,2.63,0.01,0.35,1.62,3.71,6.29,9,11.46,13.37,13.46,11.94,9.37,6.46,3.89,2.03,0.93,0.44,0.23,0.12,0.07,0.04,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.12,0.14,0.16,0.17,0.17,0.16,0.15,0.14,0.12,0.11,0.1,0.09,0.08,0.08,0.08,0.06,0.05,0.04,0.03,0.02,0.01,0,0,0,2.63,94.78,1.73,0.87,2.6,-0.21,0.08,0.3,0.54,1.03,1.53,1.78,2.02,2.43,1.03,1.04,0.77,0.03,1.08,1.03,1.04,0.74,0.01,0.1,0.78,1.15,1.66,3.31,20.31,
2016-608-FA,T1-4,Yes,2/18/2016,14:13:26,48.149313,-123.567502,Surface, 16-608FA_05,60.36,6.17,3.39,3.72,4.15,4.45,4.35,3.85,3.15,2.31,1.5,0.86,0.46,0.26,0.16,0.11,0.07,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,66.52,32.93,0.39,0.16,0.55,-3.83,-3.67,-3.47,-3.17,-2.34,-0.42,0.1,0.47,0.9,-2.34,-1.90,1.61,0.37,0.70,-2.34,-1.68,1.79,0.37,0.49,0.33,-1.27,1.64,2.31,13.81,
2016-608-FA,T2-5,Yes,2/18/2016,14:22:00,48.149337,-123.564721,Surface, 16-608FA_06,0,0,0,0,0.01,0.04,0.08,0.14,0.4,0.89,1.22,1.52,2.34,3.85,5.65,7.21,8.2,8.29,7.69,6.77,5.65,4.54,3.67,3.18,2.9,2.62,2.29,1.96,1.67,1.49,1.42,1.39,1.36,1.29,1.2,1.1,0.98,0.88,0.79,0.69,0.64,0.59,0.56,0.53,0.51,0.46,0.42,0.34,0.27,0.19,0.11,0.02,0,0,0,64.47,29.4,6.13,35.53,1.59,1.98,2.25,2.56,3.34,4.83,5.96,7.06,8.37,3.34,3.85,1.96,0.45,1.23,3.34,4.1,1.86,0.41,0.88,0.83,3.94,4.2,1.21,4.11,
2016-608-FA,T2-3,Yes,2/18/2016,14:29:26,48.149919,-123.565342,Surface, 16-608FA_07,63.36,5.28,1.38,1.72,2.27,2.91,3.4,3.61,3.55,3.24,2.68,2,1.37,0.87,0.54,0.32,0.19,0.12,0.08,0.06,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,0,68.63,30.42,0.69,0.26,0.95,-3.84,-3.68,-3.5,-3.21,-2.42,-0.16,0.51,0.94,1.45,-2.42,-1.80,1.80,0.46,0.71,-2.42,-1.49,2,0.46,0.61,0.32,-1.17,2.33,2.22,11.15,
2016-608-FA,T2-2,Yes,2/18/2016,14:37:03,48.150137,-123.565642,Surface, 16-608FA_08,0,1.97,0.01,0.34,1.39,3.09,5.22,7.59,10.23,13,14.43,13.76,10.99,7.29,3.97,1.83,0.79,0.41,0.25,0.15,0.08,0.07,0.06,0.06,0.07,0.08,0.1,0.1,0.11,0.13,0.15,0.18,0.19,0.2,0.2,0.19,0.17,0.16,0.14,0.12,0.11,0.1,0.1,0.09,0.08,0.07,0.06,0.04,0.03,0.02,0.01,0,0,0,1.97,94.87,2.17,1,3.16,-0.11,0.17,0.4,0.64,1.13,1.59,1.82,2.04,2.49,1.13,1.11,0.75,0.00,1.12,1.13,1.11,0.71,-0.03,0.08,0.83,1.25,1.78,3.35,19.4,
2016-608-FA,T4-2,Yes,2/18/2016,14:59:23,48.151432,-123.561079,Surface, 16-608FA_09,3.65,6.77,0,0.21,0.91,2.03,3.44,5.17,7.41,10.09,11.99,12.42,11.04,8.58,5.72,3.25,1.6,0.78,0.43,0.26,0.18,0.12,0.08,0.07,0.08,0.11,0.12,0.13,0.14,0.16,0.19,0.22,0.24,0.25,0.25,0.24,0.22,0.2,0.18,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.07,0.05,0.04,0.03,0.02,0,0,0,10.42,85.63,2.71,1.24,3.95,-0.62,-0.95,0.19,0.61,1.22,1.75,2.01,2.29,2.98,1.22,1.14,1.00,-0.07,1.29,1.22,1.1,0.91,-0.13,-0.04,0.98,1.23,2.75,1.84,10.98,
2016-608-FA,T4-3,Yes,2/18/2016,15:06:09,48.150846,-123.56067,Surface, 16-608FA_10,1.49,8.01,1.67,2.67,4.2,5.91,7.6,8.78,9.45,9.45,8.44,6.96,5.38,3.94,2.78,1.96,1.36,0.95,0.69,0.49,0.33,0.25,0.23,0.2,0.2,0.22,0.24,0.24,0.26,0.3,0.36,0.42,0.45,0.47,0.45,0.43,0.39,0.34,0.3,0.25,0.22,0.2,0.18,0.17,0.16,0.14,0.13,0.1,0.08,0.06,0.03,0.01,0,0,9.51,83.25,5.21,2.03,7.24,-0.66,-0.93,-0.36,0.04,0.76,1.52,2.01,2.74,6.24,0.76,0.80,1.64,0.32,1.91,0.76,0.82,1.18,0.06,1.72,1.92,1.1,4.09,2.14,8.69,
2016-608-FA,T4-4,Yes,2/18/2016,15:09:52,48.150361,-123.560383,Surface, 16-608FA_11,0,0.72,0.04,0.1,0.74,1.72,2.74,3.49,4.19,4.8,4.55,3.58,2.52,1.72,1.2,0.9,0.77,0.74,0.77,0.84,0.92,1.07,1.42,2,2.66,3.22,3.56,3.71,3.82,3.91,4.02,3.98,3.81,3.52,3.16,2.8,2.37,2.04,1.74,1.44,1.25,1.11,1.02,0.95,0.92,0.83,0.8,0.66,0.53,0.37,0.21,0.05,0,0,0.72,37.4,49.99,11.89,61.89,0.17,0.53,0.87,1.38,5.19,6.81,7.53,8.28,9.34,5.18,4.53,3.05,-0.19,0.69,5.18,4.2,3.33,-0.29,-0.13,0.38,4.58,9.02,-0.06,1.9,
2016-608-FA,T4-5,Yes,2/18/2016,15:13:07,48.149976,-123.560075,Surface, 16-608FA_12,0,0,0,0,0,0,0.05,0.1,0.16,0.46,0.71,0.99,1.38,1.79,2.26,2.67,2.91,3.01,3.16,3.12,2.9,2.63,2.58,2.85,3.19,3.48,3.64,3.68,3.71,3.81,4.06,4.2,4.2,4.03,3.74,3.41,2.98,2.63,2.29,1.94,1.69,1.5,1.34,1.24,1.16,1.05,1,0.84,0.68,0.47,0.27,0.06,0,0,0,28.3,56.19,15.51,71.7,1.92,2.45,2.96,3.69,5.66,7.22,7.95,8.69,9.61,5.66,5.52,2.41,-0.03,0.89,5.66,5.46,2.49,-0.08,0.04,0.54,5.59,5.43,0.09,2.32,
2016-608-FA,T6-4,Yes,2/18/2016,15:26:37,48.151023,-123.556569,Surface, 16-608FA_13,46.82,31.42,1.34,1.24,1.12,1.02,0.95,0.87,0.87,0.98,1.13,1.34,1.61,1.81,1.79,1.53,1.11,0.72,0.44,0.28,0.18,0.11,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,78.25,20.43,0.98,0.34,1.32,-3.79,-3.57,-3.32,-2.93,-0.62,-0.91,0.27,1.64,2.36,-0.62,-1.22,1.83,-0.27,1.25,-0.62,-1.52,1.79,-0.51,-0.05,0.71,-1.02,2.73,2.41,10.87,
2016-608-FA,T6-5,Yes,2/18/2016,15:29:00,48.150557,-123.556481,Surface, 16-608FA_14,77.71,7.89,1.01,0.86,0.72,0.61,0.58,0.59,0.69,0.9,1.07,1.15,1.16,1.06,0.87,0.65,0.47,0.35,0.26,0.19,0.13,0.08,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0,0,0,0,85.6,13.4,0.74,0.27,1,-3.87,-3.74,-3.59,-3.36,-2.71,-2.07,-0.84,0.51,1.76,-2.71,-2.38,1.54,0.48,1.79,-2.71,-2.21,1.37,0.36,1.21,1.05,-1.53,2.12,3.38,17.57,
2016-608-FA,TW1-5,Yes,2/18/2016,16:25:25,48.139515,-123.57728,Surface, 16-608FA_15,3.6,14.2,7.94,6.67,5.49,5.03,5.01,4.78,4.53,4.7,4.96,5.13,5.26,5.31,4.93,3.98,2.71,1.62,0.83,0.39,0.2,0.14,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.14,0.14,0.12,0.11,0.09,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.05,0.03,0.02,0.01,0,0,0,0,17.8,79.6,1.89,0.7,2.59,-0.62,-0.67,-0.9,-0.77,0.36,1.64,2.07,2.4,2.87,0.36,0.51,1.27,0.30,0.59,0.36,0.59,1.48,0.15,0.52,0.17,0.58,2.92,1.55,8.11,
2016-608-FA,TW2-5,Yes,2/18/2016,16:32:48,48.141907,-123.573084,Surface, 16-608FA_16,45.59,12.26,1.61,1.56,1.61,1.7,1.85,1.95,2.26,2.89,3.59,4.16,4.45,4.2,3.43,2.4,1.43,0.76,0.38,0.2,0.13,0.09,0.06,0.05,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.09,0.09,0.08,0.08,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0,57.86,40.63,1.07,0.45,1.51,-3.78,-3.56,-3.3,-2.9,-0.64,1.13,1.67,2.02,2.45,-0.64,-0.76,2.19,-0.04,0.63,-0.64,-0.81,2.48,-0.07,-0.01,0.25,-0.52,3.74,1.35,5.76,
2016-608-FA,TW3-5,Yes,2/18/2016,16:58:10,48.144946,-123.569768,Surface, 16-608FA_17,4.26,8.28,1.9,2.83,4.55,6.07,7.09,7.19,7.09,7.11,7.02,6.79,6.53,5.94,4.95,3.8,2.63,1.61,0.92,0.47,0.22,0.15,0.12,0.07,0.07,0.09,0.09,0.09,0.09,0.1,0.11,0.13,0.14,0.15,0.15,0.14,0.13,0.12,0.1,0.09,0.08,0.08,0.08,0.09,0.09,0.07,0.05,0.02,0.02,0.01,0.01,0,0,0,12.54,84.88,1.8,0.77,2.58,-0.62,-0.77,-0.6,-0.11,0.78,1.69,2.07,2.41,2.9,0.78,0.75,1.20,0.09,0.80,0.78,0.73,1.33,-0.03,0.27,0.32,0.84,2.63,1.52,9.28,
2016-608-FA,TW1_B,Yes,2/16/2016,17:29:59,48.144892,-123.583944,Grab, 16-608FA_18,0,0,0,0,0,0,0,0,0.03,0.15,0.29,0.3,0.41,0.53,0.63,0.88,1.49,2.46,3.69,4.8,5.31,5.05,4.49,4.13,3.95,3.77,3.53,3.26,3.1,3.09,3.31,3.53,3.68,3.7,3.57,3.4,3.08,2.81,2.51,2.16,1.91,1.71,1.54,1.41,1.34,1.21,1.15,0.96,0.77,0.54,0.31,0.07,0,0,0,26.01,56.4,17.59,73.99,2.79,3.2,3.52,3.95,5.57,7.39,8.16,8.9,9.75,5.57,5.75,2.22,0.16,0.83,5.57,5.84,2.32,0.12,0.3,0.5,5.79,4.81,0.32,2.3,
2016-608-FA,TW1_A,Yes,2/16/2016,17:35:30,48.142995,-123.581671,Grab, 16-608FA_19,0,0,0,0,0,0,0,0,0,0,0,0.02,0.22,0.59,1.08,2.1,4.02,6.26,8.32,9.53,9.53,8.3,6.53,4.95,3.81,3.03,2.47,2.09,1.83,1.7,1.74,1.82,1.87,1.86,1.79,1.71,1.56,1.43,1.3,1.14,1.04,0.94,0.87,0.81,0.78,0.71,0.68,0.57,0.46,0.32,0.18,0.04,0,0,0,49.96,40.19,9.85,50.04,2.58,2.84,3.06,3.32,4,5.8,7.05,7.97,9.13,4.00,4.70,1.99,0.55,1.08,4,5.05,2,0.53,0.93,0.64,4.75,4.13,1.15,3.5,
2016-608-FA,TW1_0,Yes,2/16/2016,17:40:09,48.14162,-123.579953,Grab, 16-608FA_20,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0.25,1.17,3.15,5.81,8.68,10.99,11.63,10.19,7.53,5.09,3.51,2.57,2.02,1.67,1.49,1.46,1.59,1.73,1.84,1.87,1.82,1.74,1.58,1.44,1.28,1.1,0.97,0.86,0.79,0.73,0.7,0.64,0.62,0.52,0.42,0.3,0.17,0.04,0,0,0,51.91,38.94,9.15,48.09,2.77,2.99,3.17,3.39,3.95,5.62,6.96,7.85,8.98,3.95,4.70,1.89,0.60,1.15,3.95,5.07,1.9,0.59,1.01,0.64,4.72,3.8,1.29,3.8,
2016-608-FA,TW1_1,Yes,2/16/2016,17:46:22,48.141297,-123.579493,Grab, 16-608FA_21,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.8,2.04,4.57,8.79,12.63,14.38,13.62,11.06,7.9,5.15,3.17,1.95,1.25,0.89,0.7,0.6,0.57,0.62,0.68,0.73,0.74,0.73,0.7,0.65,0.6,0.54,0.47,0.43,0.4,0.37,0.36,0.35,0.33,0.33,0.28,0.23,0.16,0.09,0.02,0,0,0,75.92,19.72,4.36,24.08,2.39,2.59,2.74,2.93,3.38,3.97,4.48,5.92,7.73,3.38,3.53,1.24,0.45,2.11,3.38,3.61,0.87,0.27,1.94,2.07,3.82,2.56,2.25,8.18,
2016-608-FA,TW1_3,Yes,2/16/2016,17:56:17,48.140215,-123.578041,Grab, 16-608FA_22,0,0,0,0,0,0,0,0,0,0,0.06,0.36,0.72,1.47,3.3,7.59,14.07,18.38,17.72,13,7.46,3.62,1.72,0.95,0.64,0.47,0.38,0.33,0.34,0.38,0.46,0.53,0.57,0.58,0.57,0.54,0.49,0.44,0.39,0.34,0.3,0.27,0.25,0.24,0.23,0.21,0.21,0.17,0.13,0.08,0.04,0.01,0,0,0,87.77,9.38,2.85,12.23,2.21,2.42,2.56,2.72,3.06,3.47,3.75,4.38,6.95,3.06,3.12,1.02,0.40,2.59,3.06,3.15,0.59,0.15,2.56,3,3.4,2.01,2.78,11.45,
2016-608-FA,TW1_4,Yes,2/16/2016,18:03:07,48.139812,-123.577667,Grab, 16-608FA_23,0.71,1.85,0,0,0.07,0.13,0.17,0.16,0.43,1.04,1.33,1.57,3.02,5.83,9.57,13.61,16.28,15.45,11.42,6.59,3.12,1.39,0.71,0.45,0.33,0.26,0.22,0.19,0.18,0.18,0.22,0.26,0.29,0.3,0.29,0.27,0.24,0.22,0.19,0.17,0.16,0.16,0.17,0.17,0.16,0.14,0.11,0.07,0.06,0.04,0.02,0.01,0,0,2.55,91.2,4.61,1.64,6.25,1.09,1.72,1.99,2.23,2.67,3.08,3.3,3.56,4.56,2.67,2.65,0.85,0.03,1.67,2.67,2.65,0.65,-0.04,0.24,1.65,2.73,2.02,1.55,12.04,
2016-608-FA,UWLM-C,Yes,2/16/2016,18:12:37,48.138261,-123.584575,Grab, 16-608FA_24,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.2,1.17,4.18,9.77,15.62,18.64,17.14,12.33,7.23,3.85,2.15,1.31,0.8,0.5,0.33,0.24,0.21,0.22,0.25,0.26,0.27,0.26,0.26,0.24,0.23,0.21,0.2,0.19,0.19,0.2,0.2,0.21,0.21,0.21,0.18,0.15,0.11,0.06,0.01,0,0,0,86.3,11.37,2.33,13.7,2.5,2.65,2.76,2.92,3.26,3.67,3.92,4.24,5.32,3.26,3.31,0.72,0.30,1.55,3.26,3.34,0.58,0.15,1.13,1.44,3.5,1.47,3.45,17.34,
2016-608-FA,TW2_4,Yes,2/16/2016,18:18:08,48.142249,-123.573584,Grab, 16-608FA_25,6.77,0,0,0,0,0.09,0.6,1.29,2.27,3.64,5.12,6.69,8.44,9.87,10.56,10.3,9.1,7.16,4.88,2.86,1.51,0.83,0.52,0.37,0.3,0.26,0.24,0.22,0.23,0.26,0.33,0.39,0.45,0.47,0.46,0.45,0.41,0.37,0.33,0.28,0.25,0.23,0.21,0.2,0.19,0.17,0.15,0.11,0.09,0.06,0.04,0.01,0,0,6.77,85.18,5.72,2.33,8.06,-2.52,0.66,1.08,1.45,2.13,2.76,3.11,3.56,6.46,2.13,2.10,1.87,-0.04,2.82,2.13,2.09,1.02,-0.04,-0.16,3.42,2.19,3.91,0.92,6.98,
2016-608-FA,TW2_3,Yes,2/16/2016,18:22:22,48.14249,-123.574244,Grab, 16-608FA_26,0,0,0,0,0,0,0,0,0,0,0.11,0.34,0.36,0.79,2.27,5.41,10.37,14.79,16.43,14.49,10.34,6.07,3.15,1.68,1.07,0.78,0.61,0.5,0.45,0.47,0.56,0.67,0.74,0.77,0.76,0.73,0.67,0.6,0.54,0.46,0.41,0.38,0.35,0.34,0.33,0.31,0.29,0.24,0.18,0.11,0.06,0.01,0,0,0,81.77,14.22,4.01,18.23,2.33,2.52,2.68,2.85,3.24,3.73,4.17,5.75,7.61,3.24,3.37,1.17,0.46,2.46,3.24,3.43,0.74,0.26,2.32,2.54,3.67,2.49,2.35,8.59,
2016-608-FA,UWLM-D,Yes,2/16/2016,18:24:39,48.143172,-123.573899,Grab, 16-608FA_27,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.49,1.46,3.57,7.25,11.29,14.09,14.44,12.31,8.78,5.5,3.28,2.05,1.38,1.01,0.81,0.7,0.66,0.71,0.79,0.84,0.85,0.84,0.8,0.73,0.67,0.6,0.52,0.47,0.42,0.39,0.38,0.37,0.34,0.34,0.29,0.23,0.16,0.09,0.02,0,0,0,73.74,21.63,4.63,26.26,2.48,2.68,2.83,3.02,3.46,4.06,4.68,6.3,7.86,3.46,3.66,1.28,0.48,2.13,3.46,3.75,0.92,0.32,1.86,1.92,3.93,2.63,2.15,7.57,
2016-608-FA,TW2_2,Yes,2/16/2016,18:27:08,48.142721,-123.574656,Grab, 16-608FA_29,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.8,2.09,4.66,8.97,13.44,15.92,15.23,11.75,7.6,4.32,2.39,1.42,0.91,0.63,0.49,0.44,0.46,0.54,0.6,0.65,0.66,0.65,0.62,0.57,0.51,0.46,0.39,0.35,0.32,0.31,0.3,0.3,0.28,0.27,0.22,0.16,0.1,0.05,0.01,0,0,0,80.6,15.87,3.53,19.4,2.39,2.58,2.74,2.92,3.32,3.81,4.19,5.14,7.34,3.32,3.42,1.12,0.41,2.27,3.32,3.47,0.73,0.2,2.12,2.4,3.69,2.2,2.49,9.65,
